OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	n_TEST_OUTCOME	n_subjects
-1	b-tvk	form	form	FALSE	10	9
-1	b-tvk+r			FALSE	36	34
-1	b-täydellinenverenkuva			FALSE	135	104
-1	b-täydellinenverenkuva(hb,mcv/hkr,erytrosyytit,leukosyytit,trombosyytit,leukosyyttieneritte			FALSE	11	11
-1	b-täydellinenverenkuva(hb,mcv/hkr,erytrosyytit,leukosyytit,trombosyytit,leukosyyttieneritte	form	form	FALSE	32	24
-1	b-täydellinenverenkuva(pi)			FALSE	225	164
40763527	b-vakuly			FALSE	6	6
-1	b-vara			FALSE	87	69
-1	b-varfa-d			FALSE	127	127
-1	b-vasp			TRUE	23	23
-1	b-vasseu1			FALSE	61	59
-1	b-ven.sec			FALSE	105	19
-1	b-verensokeripikatesti			FALSE	36	32
-1	b-verensokeripikatesti			TRUE	59	47
-1	b-verensopivuuskoe			FALSE	301	130
-1	b-verensopivuuskoe,osatutk.			FALSE	26	13
-1	b-veriryhmävasta-aineet,raskaudenaikaiset			FALSE	73	58
-1	b-veriryhmävasta-aineet,raskaudenaikaiset(äidinnäyte)			FALSE	182	139
-1	b-veriryhmävasta-aineet,seulonta			FALSE	9	8
-1	b-veriryhmävasta-aineet,tunnistus			FALSE	9	7
-1	b-vervi1			FALSE	14	9
-1	b-vervi2			FALSE	9	7
-1	b-vpenbat	%	%	FALSE	10	10
-1	b-vrab-gr			FALSE	6740	4553
-1	b-vrabgrs			FALSE	316	213
-1	b-vrabtu			FALSE	128	68
3019601	b-vrabtu1			FALSE	2356	1431
-1	b-vrabtu5			FALSE	655	375
-1	b-vrabtup			FALSE	10	9
-1	b-vrisägr			FALSE	8	8
3004410	b-vthba1c	mmol/mol	mmol/mol	FALSE	1107	335
3044640	b-xkoe			FALSE	81673	40090
-1	b-xkompl			FALSE	33	33
-1	b-ykrom-d			FALSE	34	34
3020717	b-zn	umol/l	umol/l	FALSE	326	263
-1	b1-vitentsyymiaktiivisuus			FALSE	307	250
3009035	b12-vitamiini	pmol/l	pmol/l	FALSE	245	231
-1	b12-vitamiini,seerumi			FALSE	7	7
43054903	b12-vitamiini,transkobalamiiniii:eens	pmol/l	pmol/l	FALSE	51	49
43054903	b12-vitamiini,transkobalamiiniii:eens			FALSE	22	22
-1	b12-vitamiini,transkobalamiiniii:eensit.,seerumista			FALSE	12	11
-1	b2-vitamiini	nmol/l	nmol/l	FALSE	7	7
-1	b2-vitentsyymiaktiivisuus			FALSE	310	254
-1	b3-vitamiini(niasiini)	umol/l	umol/l	FALSE	101	85
-1	b5-vitamiini(pantoteenihappo)	umol/l	umol/l	FALSE	82	70
-1	b6-vitamiini	nmol/l	nmol/l	FALSE	8	8
-1	b6-vitentsyymiaktiivisuus			FALSE	334	263
-1	bakt.vilj.,virtsasta			FALSE	78	39
-1	bakteeri,jatkoviljely			FALSE	52	32
-1	bakteeri,jatkoviljely,seulottunäyte			FALSE	10	7
-1	bakteeri,jatkoviljely,ulosteesta			FALSE	15	15
-1	bakteeri,jatkoviljely,veriviljelynäytteestä			FALSE	26	15
-1	bakteeri,jatkoviljelyvirtsastakäytössä			FALSE	148	111
-1	bakteeri,maljaviljely,virtsasta			FALSE	111	92
-1	bakteeri,nukleiinihaponosoittaminen(kval)			FALSE	47	36
-1	bakteeri,seulontavirtsasta			FALSE	187	140
-1	bakteeri,viljely			FALSE	75	70
-1	bakteeri,viljely(1:aerobitjaanaerobitsyvänäytteestä),märkäeritteestä			FALSE	54	32
-1	bakteeri,viljely(aerobiviljely,pintamärkä)			FALSE	18	18
-1	bakteeri,viljely,virtsasta			FALSE	16	14
-1	bakteeri,viljely,ysköksestä			FALSE	63	38
-1	bakteeri,viljely-janukleiinihappo(kval)ulosteesta			FALSE	23	23
-1	bakteeri,viljely1(salmonella,shigella,yersinia			FALSE	30	28
-1	bakteeri,viljely1(salmonella,shigella,yersinia,campylobacter)			FALSE	11	11
-1	bakteeri,viljely1,syvämärkänäyte(anaerobi+aerobi)			FALSE	252	167
-1	bakteeri,viljely2,pinnallinenmärkänäyte(aerobi)			FALSE	240	176
-1	bakteeri,viljelyvirtsasta			FALSE	13	13
-1	bakteeri,värjäys			FALSE	17	14
-1	bakteeri,värjäyslikvorista			FALSE	12	11
-1	bakteerienjatkoviljelyvirtsasta			FALSE	35	18
-1	bakteeripatogeenit,nukleiinihaponosoitus(pcr),ulosteesta			FALSE	35	19
-1	bakteerit			FALSE	1091	872
-1	bakteerit,jatkoviljely,uloste			FALSE	7	7
-1	bakteerit,nukleiinihappo(kval),uloste			FALSE	16	16
-1	bakteerit,nukleiinihappo(kval),uloste(23458f-baktnho))			FALSE	6	6
-1	bakteerit,virt(paketti)			FALSE	13	10
-1	bakteerit,virtsa			FALSE	34	27
-1	bakteerit,virtsasta,partikkelinlaskijalla,osatutk.			FALSE	37	30
-1	bakteerit,virtsasta,uf5000			FALSE	22	17
-1	bakteeritosatutkimus			FALSE	71	46
-1	bakteeritvirtsasta			FALSE	225	216
-1	bakteeriulosteviljelyjanho			FALSE	185	181
-1	bakteerivaginoosi,nukleiinihappo			FALSE	62	57
-1	bakteeriviljelyjanukleiinihappo(kval)ulosteesta			FALSE	22	21
-1	bakteerivärjäys			FALSE	57	51
-1	baktnho			FALSE	25	25
-1	baktvr			FALSE	12	10
3022096	baso	%	%	FALSE	14471	4101
3022096	baso			TRUE	3239	1405
3006315	baso	e9/l	e9/l	FALSE	223	109
3022096	baso			FALSE	105	53
3022096	basof	%	%	FALSE	1523	1325
3022096	basof			TRUE	15	12
3006315	basofiilienabs.määrä	e9/l	e9/l	FALSE	178	80
3006315	basofiilisetleukosyytit	e9/l	e9/l	FALSE	77	63
3022096	basofiilisetleukosyytit	%	%	FALSE	78	63
3006315	basofiilisetleukosyytit(b-baso)	e9/l	e9/l	FALSE	61	53
-1	basofiilisetleukosyytit,absoluuttiset/tvk			FALSE	9	6
-1	basofiilisetleukosyytitosatutk2225diffi	%	%	FALSE	33	28
-1	basofiilisetleukosyytitosatutk2225diffi	e9/l	e9/l	FALSE	32	27
3022096	basofiilit	%	%	FALSE	15509	7133
3006315	basofiilit	e9/l	e9/l	FALSE	20	19
-1	basofiilit			FALSE	21	12
-1	basofiilit,5-osa	%	%	FALSE	4342	3786
3006315	basofiilit,absol.arvot	e9/l	e9/l	FALSE	14624	7015
3006315	basofiilit,absol.arvot			FALSE	16	14
-1	basofiilit,absol.arvot(40b-baso),osatutkimus	e9/l	e9/l	FALSE	14	10
-1	basofiilit,absol.arvot,osatutkimus(40b-baso)	e9/l	e9/l	FALSE	114	95
3006315	basofiilit,absol.arvot,osatutkimus(b-baso)	e9/l	e9/l	FALSE	82	69
-1	basofiilit,absol.määrä	e9/l	e9/l	FALSE	23	18
3006315	basofiilit,absoluuttiset	e9/l	e9/l	FALSE	148	99
-1	basofiilit,konediffi(),osatutk.b-diffi	%	%	FALSE	229	77
-1	basofiilit,osatutkimus(692l-baso)	%	%	FALSE	128	103
-1	basofiilit,osatutkimus(9112l-baso)	%	%	FALSE	6	6
3022096	basofiilit,osatutkimus(l-baso)	%	%	FALSE	82	69
3022096	basofiilit-osuus	%	%	FALSE	1195	1030
3022096	basofiilit-osuus(diffi)	%	%	FALSE	197	146
-1	basofiilitosuus	%	%	FALSE	4362	3496
-1	bb-pcr			FALSE	23	23
3043723	beeta-1	g/l	g/l	FALSE	134	38
-1	beeta-1-globuliini	g/l	g/l	FALSE	12	11
-1	beeta-1-globuliini,fraktio,seerumi	g/l	g/l	FALSE	14	12
3043747	beeta-2	g/l	g/l	FALSE	63	42
3043747	beeta-2-gl	g/l	g/l	FALSE	8	8
-1	beeta-2-globuliini	g/l	g/l	FALSE	11	10
-1	beeta-2-globuliini()	%	%	FALSE	7	7
-1	beeta-2-globuliini,fraktio,seerumi	g/l	g/l	FALSE	14	12
-1	beeta-2-glykoproteiini,iggvasta-aineet,plasma	u/ml	u/ml	FALSE	6	6
-1	beeta-2-glykoproteiini,igmvasta-aineet,plasma	u/ml	u/ml	FALSE	11	8
-1	beeta-hydroksibutyraatti	mmol/l	mmol/l	FALSE	11	7
-1	beeta2-glykoproteiini-1-iggvasta-aine	u/ml	u/ml	FALSE	8	7
-1	bentsidiatsepiini			FALSE	8	8
-1	bentsodiatsepiinit,varmistus			FALSE	19	6
-1	beta-1-globuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE	12	9
-1	beta-2-globuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE	12	9
-1	beta-ketoaine	g/l	g/l	FALSE	8	8
3043723	beta1-glob	g/l	g/l	FALSE	922	256
-1	beta1-glob			FALSE	89	33
-1	beta1-globuliini,seerumi,elektroforeesifraktio,osatutk.2522	g/l	g/l	FALSE	31	15
3043747	beta2-glob	g/l	g/l	FALSE	498	258
-1	beta2-glob			FALSE	52	38
-1	beta2-globuliini,seerumi,elektroforeesifraktio,osatutk.2522	g/l	g/l	FALSE	29	11
-1	bf-bronkuseritteenirtosolututkimus			FALSE	9	9
3018559	bf-syto			FALSE	627	560
-1	bi-inflamm			FALSE	233	171
-1	bikarbonaatti(aktuaali),kapi	mmol/l	mmol/l	FALSE	3182	1299
3015235	bikarbonaatti(aktuaali),kapillaariveri	mmol/l	mmol/l	FALSE	941	420
-1	bikarbonaatti(aktuaali),lask	mmol/l	mmol/l	FALSE	144	107
-1	bikarbonaatti(aktuaali),laskimoveri	mmol/l	mmol/l	FALSE	1202	765
-1	bikarbonaatti(aktuaali),valt	mmol/l	mmol/l	FALSE	586	252
3014218	bikarbonaatti(aktuaali),valtimoveri	mmol/l	mmol/l	FALSE	462	264
-1	bilirubiini			FALSE	36	25
-1	bilirubiini	umol/l	umol/l	FALSE	2098	1548
-1	bilirubiini,plasmasta	umol/l	umol/l	FALSE	15	9
3005772	bilirubiinikonjugaatit	umol/l	umol/l	FALSE	33	24
-1	bk-virus,nukleiinihappo			FALSE	46	15
-1	bk-virus,nukleiinihappo(kvant)			FALSE	39	7
-1	bkvnh			FALSE	117	20
-1	bl-bakteeri,viljely,bal-näyte			FALSE	14	14
-1	bl-bal			FALSE	17	17
-1	bl-bal-1			FALSE	719	467
-1	bl-bal-2			FALSE	13	13
-1	bl-eos			FALSE	7	7
-1	bl-prot	mg/l	mg/l	FALSE	8	8
-1	bla	%	%	FALSE	242	80
-1	bla			TRUE	143	26
-1	bla			FALSE	12	9
-1	blasti			TRUE	44	22
3025159	blasti	%	%	FALSE	69	23
-1	blastit	%	%	FALSE	972	442
-1	blastit			FALSE	1015	683
-1	blastit,osuusleukosyyteistä	%	%	FALSE	104	23
-1	blastocystishominis,nukleiinihappo			FALSE	115	109
-1	bm-aso2-qd			FALSE	91	19
-1	bm-asoal-d			FALSE	11	11
-1	bm-aspirnä			FALSE	23	16
42868452	bm-bcr-qr			FALSE	12	7
-1	bm-bpvalm			FALSE	60	37
-1	bm-cd34	%	%	FALSE	19	11
40760512	bm-cd34-ks			FALSE	18	11
-1	bm-eryt			FALSE	38	12
-1	bm-fip1l1			FALSE	8	8
3029715	bm-fish			FALSE	241	205
-1	bm-fishvar			FALSE	61	58
40757578	bm-flt3-d			FALSE	18	18
42869858	bm-fuus-mr			FALSE	53	51
-1	bm-hb	g/l	g/l	FALSE	38	12
-1	bm-hemfuus			FALSE	46	44
-1	bm-hkr	%	%	FALSE	38	12
-1	bm-keräys			FALSE	6	6
-1	bm-kit-d			FALSE	7	7
-1	bm-kll-res			FALSE	23	16
21494434	bm-kromos			FALSE	873	796
-1	bm-lcd34			FALSE	19	11
-1	bm-lmark-h			FALSE	256	210
-1	bm-luuydintutkimus,aspiraatio,lausunto			FALSE	105	68
-1	bm-luuydintutkimus,biopsia,lausunto			FALSE	69	68
-1	bm-luuytimenhistologinentutkimus			FALSE	49	43
-1	bm-lydikll			FALSE	165	148
-1	bm-mgg			FALSE	21	17
3042111	bm-mggfe			FALSE	2226	1378
1002183	bm-mm-ift			FALSE	247	221
-1	bm-molbiol			FALSE	153	47
-1	bm-mrd-all			FALSE	119	25
-1	bm-mrdmut			FALSE	138	30
-1	bm-myd88-d			FALSE	7	7
-1	bm-myelmut			FALSE	333	290
4212803	bm-notto			FALSE	19	19
-1	bm-npm1-qr			FALSE	70	12
-1	bm-näyte			FALSE	37	26
-1	bm-näyte-e			FALSE	20	14
3045142	bm-pad			FALSE	1689	1411
-1	bm-pahanlaatuisenveritaudinimmunofenotyypitys			FALSE	61	57
-1	bm-pahanlaatuisenveritaudinimmunofenotyyppinenjäännöstautianalyysi			FALSE	72	36
-1	bm-pcr-kim			FALSE	21	8
-1	bm-resid			FALSE	118	39
-1	bm-soluvi			FALSE	8	8
-1	bm-tbevi			FALSE	19	19
40763634	bm-tcr-d			FALSE	7	7
40763634	bm-tcrg-d			FALSE	255	242
-1	bm-trom			FALSE	38	12
-1	bm-tumsol			FALSE	38	12
-1	bm-vgh-ml			FALSE	30	26
-1	bmind	kg/m2	kg/m2	FALSE	1607	1533
-1	bo-pad			FALSE	60	60
-1	bo-pad-4			FALSE	92	84
-1	bor-it-abg	index	index	FALSE	29	25
-1	bor-it-abm	index	index	FALSE	17	14
-1	bordetella,iga-vasta	iu/ml	iu/ml	FALSE	8	8
-1	bordetellaigg-vasta-ai	iu/ml	iu/ml	FALSE	6	6
-1	bordetellaparapertussis,nukleiinihappo(kval)			FALSE	42	38
-1	borrelia,iggvasta-aineet			FALSE	13	12
-1	borrelia,iggvasta-aineet,seerumista			FALSE	32	20
-1	borrelia,igmvasta-aineet			FALSE	13	12
-1	borrelia,igmvasta-aineet,seerumista			FALSE	23	13
-1	borrelia,vasta-aineet			FALSE	26	24
-1	borreliaburgdorferi,jatkotutk.			FALSE	19	19
-1	borreliaburgdorferi,vasta-aineet(lyme,vasta-aineet),seerumista			FALSE	7	7
-1	borreliaigg,varmistus,seerumista	au/ml	au/ml	FALSE	31	24
-1	borreliaigm,varmistus,seerumista	au/ml	au/ml	FALSE	31	20
-1	borreliavasta-aineg			FALSE	7	7
-1	borrelioosivasta-ainem			FALSE	7	7
-1	botnia			FALSE	873	802
-1	bparanho			FALSE	6	6
-1	br-pad-4			FALSE	1370	1227
-1	br-rinnanhistologinentutkimus,laajaleikkauspreparaatti			FALSE	100	92
-1	braf-mutaatiotesti			FALSE	6	6
-1	brdil			FALSE	15	14
-1	buprenorfiini			FALSE	83	66
-1	buprenorfiini(kval)			FALSE	45	38
3004383	c-anca			FALSE	17	7
3004383	c-anca	titre	titre	FALSE	6	6
-1	c-ancapika			FALSE	7	7
40759040	c-pepta	nmol/l	nmol/l	FALSE	10	8
40759040	c-peptidi,proinsuliinin,aterianjälkeinen	nmol/l	nmol/l	FALSE	31	31
3032836	c-peptidi,proinsuliinin,paastoaikainen	nmol/l	nmol/l	FALSE	12	12
-1	c-peptidi,proinsuliinin,paastonaikainen	nmol/l	nmol/l	FALSE	17	15
-1	c-reakt.prot,oma			FALSE	10	9
-1	c-reaktiivinenherkkä	mg/l	mg/l	FALSE	94	85
-1	c-reaktiivinenproteiini			FALSE	4724	3536
3020460	c-reaktiivinenproteiini	mg/l	mg/l	FALSE	7963	3524
-1	c-reaktiivinenproteiini			TRUE	37	32
3020460	c-reaktiivinenproteiini(4594p-crp)	mg/l	mg/l	FALSE	143	117
3020460	c-reaktiivinenproteiini(4594p-crp)			FALSE	74	71
3020460	c-reaktiivinenproteiini(crp)	mg/l	mg/l	FALSE	381	308
3020460	c-reaktiivinenproteiini(crp)			FALSE	248	215
-1	c-reaktiivinenproteiini(kval)	mg/l	mg/l	FALSE	17	15
-1	c-reaktiivinenproteiini(kval)			FALSE	16	16
3020460	c-reaktiivinenproteiini(p-crp)	mg/l	mg/l	FALSE	500	369
3020460	c-reaktiivinenproteiini(p-crp)			FALSE	260	211
3010156	c-reaktiivinenproteiini,herkkä	mg/l	mg/l	FALSE	251	176
-1	c-reaktiivinenproteiini,herkkä			FALSE	15	15
-1	c-reaktiivinenproteiini,herkkä,seerumista	mg/l	mg/l	FALSE	7365	6199
-1	c-reaktiivinenproteiini,herkkä,seerumista			FALSE	10	10
-1	c-reaktiivinenproteiini,pika,tehdäänitse	mg/l	mg/l	FALSE	26	25
-1	c-reaktiivinenproteiini,pika,tehdäänitse			FALSE	26	24
-1	c-reaktiivinenproteiini,pika-crppaikallisesti	mg/l	mg/l	FALSE	10	10
-1	c-reaktiivinenproteiini,pikatesti	mg/l	mg/l	FALSE	10	9
-1	c-reaktiivinenproteiini,pikatesti,veri			FALSE	304	186
3020460	c-reaktiivinenproteiini,pikatesti,veri	mg/l	mg/l	FALSE	112	103
3020460	c-reaktiivinenproteiini,pikatesti,veri(23318b-crp-pt)			FALSE	240	184
3020460	c-reaktiivinenproteiini,pikatesti,veri(23318b-crp-pt)	mg/l	mg/l	FALSE	800	475
-1	c-reaktiivinenproteiini,pikatestioma	1	1	FALSE	44	29
-1	c-reaktiivinenproteiini,pikatestioma			FALSE	45	27
-1	c-reaktiivinenproteiini,pikatutkimus	mg/l	mg/l	FALSE	84	50
-1	c-reaktiivinenproteiini,pikatutkimus,plasmasta	mg/l	mg/l	FALSE	56	36
-1	c-reaktiivinenproteiini,pikatutkimus,plasmasta			FALSE	27	24
-1	c-reaktiivinenproteiini,plasmasta	mg/l	mg/l	FALSE	35	19
-1	c-reaktiivinenproteiini,plasmasta			FALSE	10	9
-1	c-reaktiivinenproteiini,plasmasta,vieritesti	mg/l	mg/l	FALSE	492	320
-1	c-reaktiivinenproteiini,tk:ntekemä			FALSE	322	221
-1	c-reaktiivinenproteiini,tk:ntekemä			TRUE	41	39
-1	c-reaktiivinenproteiini,vieritesti	mg/l	mg/l	FALSE	15	15
-1	c-reaktiivinenproteiini,vieritutkimus			FALSE	286	208
3010156	c-reaktiivinenproteiini,vieritutkimus	mg/l	mg/l	FALSE	417	244
-1	c-reaktiivinenproteiini,vieritutkimus			TRUE	17	14
-1	c-reaktiivinenproteiini,vieritutkimus,plasmasta	mg/l	mg/l	FALSE	28	25
-1	c-reaktiivinenproteiini,vieritutkimus,plasmasta			FALSE	11	10
-1	c-reaktiivinenproteiini,vieritutkimusnordlab			FALSE	19	19
3010156	c-reaktiivinenproteiini,vieritutkimusnordlab	mg/l	mg/l	FALSE	15	15
3020460	c-reaktiivinenproteiini-pika(4594crp-pika)	mg/l	mg/l	FALSE	136	110
3020460	c-reaktiivinenproteiini-pika(4594crp-pika)			FALSE	47	42
3020460	c-reaktiivinenproteiini-pika(crp-pika)			FALSE	502	364
3020460	c-reaktiivinenproteiini-pika(crp-pika)	mg/l	mg/l	FALSE	1469	859
3020460	c-reaktiivinenproteiini-pika(crp-pika)			TRUE	16	16
-1	c.trachomatisjan.gonnorreae,nukeliinihappomuistanäytteistä			FALSE	176	115
-1	c.trachomatisjan.gonorrhoeae,nukleiinihappomuistanäytteistä			FALSE	7	6
-1	c.trachomatisjan.gonorrhoeae,nukleiinihappovirtsasta			FALSE	114	98
-1	c6-ind			TRUE	9	8
-1	c6-ind			FALSE	7	7
-1	c6-indeksi			TRUE	247	198
-1	c6-indeksi			FALSE	740	434
3021347	ca++	mmol/l	mmol/l	FALSE	4552	1489
3021347	ca++			FALSE	9	9
3021347	ca++			TRUE	7	7
3016431	ca++/7.40	mmol/l	mmol/l	FALSE	26204	7382
3016431	ca++/7.40			TRUE	5578	2311
3016431	ca++/7.40			FALSE	8	8
3016431	ca++/ph7.4	mmol/l	mmol/l	FALSE	5857	1320
3016431	ca++/ph7.4			TRUE	361	251
3016431	ca++/ph7.4			FALSE	25	21
3016431	ca++ph7.4	mmol/l	mmol/l	FALSE	4313	1401
3016431	ca++ph7.4			FALSE	9	9
-1	ca-baktvi			FALSE	118	106
3021347	ca-ion	mmol/l	mmol/l	FALSE	2508	1805
3013784	ca-ionpika	mmol/l	mmol/l	FALSE	385	340
3037551	ca12-5antigeeni	u/ml	u/ml	FALSE	102	67
3006588	ca15-3antigeeni	u/ml	u/ml	FALSE	54	37
3022914	ca19-9antigeeni	u/ml	u/ml	FALSE	134	83
-1	calprotectinulosteesta	ug/g	ug/g	FALSE	14	12
3012568	campnho			FALSE	328	306
-1	campylobacter			FALSE	453	369
-1	cand-odl.			FALSE	532	236
-1	cand.nativ			FALSE	286	139
-1	candvi			FALSE	30	30
-1	cannabis			FALSE	8	8
-1	cashewpähkinä(f202),ige-vast			FALSE	10	10
3015235	cb-ahco3	mmol/l	mmol/l	FALSE	9906	3467
3015235	cb-ahco3			FALSE	121	38
3015235	cb-ahco3			TRUE	152	105
-1	cb-aktuaalibikarbonaatti	mmol/l	mmol/l	FALSE	26	22
43055554	cb-be	mmol/l	mmol/l	FALSE	37265	10147
43055554	cb-be			TRUE	16276	5998
43055554	cb-be			FALSE	94	53
-1	cb-bepika			TRUE	432	302
-1	cb-bepika			FALSE	1392	402
3015235	cb-bikarbonaatti	mmol/l	mmol/l	FALSE	316	136
40757494	cb-bil			FALSE	6	6
3039602	cb-ca-i7.4	mmol/l	mmol/l	FALSE	421	210
3039602	cb-ca-i7.4			FALSE	28	14
3034988	cb-ca-ion	mmol/l	mmol/l	FALSE	38	29
3051387	cb-crp(qr)	mg/l	mg/l	FALSE	3601	1138
3051387	cb-crp(qr)			FALSE	2040	923
3003129	cb-emäsylimäärä	mmol/l	mmol/l	FALSE	10480	4771
3003129	cb-emäsylimäärä			TRUE	277	160
3003129	cb-emäsylimäärä			FALSE	40	33
3004410	cb-ghb-a1c	%	%	FALSE	21	7
3040151	cb-gluk	mmol/l	mmol/l	FALSE	2412	1688
3040151	cb-gluk			FALSE	12	12
3040151	cb-gluk			TRUE	10	9
-1	cb-gluk-v			TRUE	61	53
-1	cb-gluk-v			FALSE	47	44
3040151	cb-gluk-vt	mmol/l	mmol/l	FALSE	115	46
3040151	cb-gluk-vt			TRUE	216	25
-1	cb-happamuusaste			FALSE	385	263
-1	cb-happiosapaine	kpa	kpa	FALSE	9	8
-1	cb-happoemästase			FALSE	100	59
3006184	cb-hb			FALSE	157	112
3006184	cb-hb	g/l	g/l	FALSE	143	117
-1	cb-hb-co	%	%	FALSE	14	13
3006184	cb-hb-hy	g/l	g/l	FALSE	649	407
-1	cb-hb-v			FALSE	127	94
3004410	cb-hba1c	mmol/mol	mmol/mol	FALSE	27	6
3004410	cb-hba1chy	mmol/mol	mmol/mol	FALSE	40	27
3004410	cb-hba1cnla	mmol/mol	mmol/mol	FALSE	153	30
3004410	cb-hba1cnla			FALSE	86	18
3021901	cb-hbo2sat	%	%	FALSE	21129	7383
3021901	cb-hbo2sat			TRUE	238	166
3021901	cb-hbo2sat			FALSE	7	7
3015235	cb-hco3	mmol/l	mmol/l	FALSE	3959	1296
3004490	cb-hco3-st	mmol/l	mmol/l	FALSE	34843	8546
3004490	cb-hco3-st			TRUE	4354	2115
3004490	cb-hco3-st			FALSE	29	26
3022313	cb-he-tase			FALSE	3453	1976
-1	cb-hemoglobiini			FALSE	45	30
-1	cb-hemoglobiini,vieritestihoitoyksikössä	g/l	g/l	FALSE	55	30
-1	cb-hemoglobiini-a1c,ihopistosn,vierithoitoy:ssä	mmol/mol	mmol/mol	FALSE	11	9
3022313	cb-het-ion			FALSE	4152	652
-1	cb-hetiong			FALSE	602	234
-1	cb-hiilidioksidiosapaine	kpa	kpa	FALSE	62	50
-1	cb-inr,pikamääritys			TRUE	193	190
-1	cb-inr-oma			FALSE	243	56
-1	cb-inr-oma			TRUE	185	84
-1	cb-inrati			FALSE	296	19
-1	cb-inratio			FALSE	111	9
3051593	cb-inrc-c			FALSE	4288	125
3051593	cb-inrpika			FALSE	210	182
3051593	cb-inrpika			TRUE	7	7
3040893	cb-k	mmol/l	mmol/l	FALSE	37	8
3040893	cb-k-veka	mmol/l	mmol/l	FALSE	6	6
3039602	cb-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	mmol/l	FALSE	112	59
3028271	cb-laktaat	mmol/l	mmol/l	FALSE	5172	3465
3010813	cb-leuk	e9/l	e9/l	FALSE	915	541
3010813	cb-leuk			FALSE	53	8
3010813	cb-leuk-hy			TRUE	40	36
3010813	cb-leuk-hy	e9/l	e9/l	FALSE	90	81
3010813	cb-leuk-o	e9/l	e9/l	FALSE	16	15
-1	cb-leukosyytit,vieritestihoitoyksikössä	e9/l	e9/l	FALSE	6	6
3023024	cb-pco2	kpa	kpa	FALSE	51308	15304
3023024	cb-pco2			TRUE	3020	1571
3023024	cb-pco2			FALSE	145	93
3009343	cb-ph		ph	FALSE	31373	10821
3009343	cb-ph			TRUE	21956	8124
3009343	cb-ph	ph	ph	FALSE	3361	1781
3009343	cb-ph			FALSE	169	94
3009343	cb-phpika			FALSE	542	264
3028626	cb-po2	kpa	kpa	FALSE	10599	2774
3028626	cb-po2			TRUE	110	65
3028626	cb-po2			FALSE	71	62
-1	cb-sbc	mmol/l	mmol/l	FALSE	286	133
3015235	cb-shco3	mmol/l	mmol/l	FALSE	1785	518
3015235	cb-shco3			FALSE	13	12
3015235	cb-standardibikarbonaatti	mmol/l	mmol/l	FALSE	10524	4783
3015235	cb-standardibikarbonaatti			FALSE	41	34
3015235	cb-standardibikarbonaatti			TRUE	45	24
3032080	cb-tt-inr	inr	inr	FALSE	433	46
3032080	cb-tt-inr			TRUE	47	22
-1	cb-ttinrvt			FALSE	59	24
1616796	cb-vekaas			FALSE	16	15
-1	cbhbo2satp	%	%	FALSE	1358	567
3015235	cbhco3pika	mmol/l	mmol/l	FALSE	1870	556
3023024	cbpco2pika	kpa	kpa	FALSE	1239	435
3028626	cbpo2pika	kpa	kpa	FALSE	1095	442
-1	cd3+(kaikki)tsolut	x109/l	x109/l	FALSE	9	8
-1	cd3+solut			TRUE	7	6
-1	cd3+solut	x109/l	x109/l	FALSE	15	13
-1	cd4	%/lumf	%/lumf	FALSE	136	108
-1	cd4+solut			TRUE	7	6
-1	cd4+solut	x109/l	x109/l	FALSE	15	13
-1	cd4+tsolut	x109/l	x109/l	FALSE	9	8
-1	cd45ra+,ccr7+cd4t-solut	%	%	FALSE	9	8
-1	cd45ra+,ccr7+cd8t-solut	%	%	FALSE	9	8
-1	cd45ra+,ccr7-cd4t-solut	%	%	FALSE	9	8
-1	cd45ra+,ccr7-cd8t-solut	%	%	FALSE	9	8
-1	cd45ra+cd31+cd62l+cd4t-solut	%	%	FALSE	9	8
-1	cd45ra+cd31+cd62l+cd8t-solut	%	%	FALSE	9	8
-1	cd45ra-,ccr7+cd4t-solut	%	%	FALSE	9	8
-1	cd45ra-,ccr7+cd8t-solut	%	%	FALSE	9	8
-1	cd45ra-,ccr7-cd4t-solut	%	%	FALSE	9	8
-1	cd45ra-,ccr7-cd8t-solut	%	%	FALSE	9	8
-1	cd8+solut			TRUE	7	6
-1	cd8+solut	x109/l	x109/l	FALSE	15	12
-1	cd8+tsolut	x109/l	x109/l	FALSE	9	8
-1	cefalexin			FALSE	930	326
-1	cenp-a-ib			FALSE	8	8
-1	cfp-10	tpl	tpl	FALSE	6	6
-1	cfp-glucos	mmol/l	mmol/l	FALSE	1305	617
-1	cfp-glucos			FALSE	30	30
-1	chamydiapneumoniae,keuhkoklam.nukleiinih			FALSE	9	9
-1	chl.trachom.jan.gonorrhoeae,nukleii			FALSE	32	29
-1	chl.trachom.jan.gonorrhoeae,nukleiinihappo(			FALSE	62	54
-1	chl.trachom.jan.gonorrhoeae,nukleiinihappo(u-ctngnho)			FALSE	13	12
-1	chl.trachomatisjan.gonorrhoenukleiinihappo(kval			FALSE	36	29
-1	chlamydiapneumoniae,iggvasta-aineet	bu/ml	bu/ml	FALSE	14	10
-1	chlamydiapneumoniae,igmvasta-aineet			FALSE	14	10
