OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	MEASUREMENT_VALUE_TYPE	n_records	n_subjects
3000213	du-normet	umol/24h	umol/24h	FALSE	Source	455	416
3005719	s-igg-sum			TRUE	Extracted	1432	995
3036535	s-tygl			TRUE	Extracted	273	163
-1	glukoosi	mmol/l	mmol/l	FALSE	Source	704	607
-1	cladhee			TRUE	Extracted	14	13
-1	hevonee			TRUE	Extracted	17	16
-1	kissae			TRUE	Extracted	25	24
-1	s-ige2ruo			TRUE	Extracted	62	61
-1	timotee			TRUE	Extracted	25	24
-1	pujoe			TRUE	Extracted	19	18
-1	astmatesti	u	u	FALSE	Source	138	63
-1	happamusaste,kapillaariverestä,pikatesti			FALSE	Source	1259	492
-1	happiosapaine,kapillaariverestä,pikatesti	kpa	kpa	FALSE	Source	1260	492
-1	cb-bepika			FALSE	Source	2127	716
-1	happikyllästeisyys(hemoglobiini),kapillaariverestä,pikatesti	%	%	FALSE	Source	1260	492
-1	se-bilirubiini	umol/l	umol/l	FALSE	Source	59	37
43055442	p-afxaapi	ug/l	ug/l	FALSE	Source	883	542
3025159	l-blast-m	%	%	FALSE	Source	1395	462
-1	l-prom-m	%	%	FALSE	Source	1339	486
-1	phakt.	ph	ph	FALSE	Source	140	75
-1	kalsium(7.4)	mmol/l	mmol/l	FALSE	Source	140	75
-1	kolesterolinjahdl-kolesterolinsuhde			TRUE	Extracted	552	499
3013721	s-aspartaattiaminotransferaasi	u/l	u/l	FALSE	Source	554	477
3020460	s-c-reaktiivinenproteiini	mg/l	mg/l	FALSE	Source	773	612
3026910	s-glutamyylitransferaasi	u/l	u/l	FALSE	Source	861	740
3023103	s-kalium	mmol/l	mmol/l	FALSE	Source	897	700
3019550	s-natrium	mmol/l	mmol/l	FALSE	Source	843	654
3026493	s-uraatti	umol/l	umol/l	FALSE	Source	621	544
3003031	s-desialotransferriini	%	%	FALSE	Source	995	770
3020460	s-c-reaktiivinenproteiini/	mg/l	mg/l	FALSE	Source	191	168
3018251	fp-glukr0h	mmol/l	mmol/l	FALSE	Source	948	876
3016701	p-glukr2h	mmol/l	mmol/l	FALSE	Source	1601	1280
-1	b-leuk-vt	ng/l	ng/l	FALSE	Source	134	76
3020564	p-krea-vt			FALSE	Source	329	141
3019550	p-na-vt			FALSE	Source	282	104
3023103	p-k-vt			TRUE	Extracted	1216	665
3004119	vb-hb-vt			FALSE	Source	50	38
3005895	p-myogl			TRUE	Extracted	715	554
3009035	fs-b12-vit	pmol/l	pmol/l	FALSE	Source	159	143
3020682	u-alb/krea	mg/mmol	mg/mmol	FALSE	Source	879	488
-1	-afp	u/ml	u/ml	FALSE	Source	16	16
3002030	l-ly			FALSE	Source	897	355
3005895	s-myogl	ug/l	ug/l	FALSE	Source	583	318
42870560	us-tsh	mu/l	mu/l	FALSE	Source	412	412
3006598	ua-ph			FALSE	Source	323	311
3003932	ua-pco2	kpa	kpa	FALSE	Source	394	381
3021706	ua-po2	kpa	kpa	FALSE	Source	383	370
3004959	ua-be			TRUE	Extracted	331	321
3041008	ua-hco3-st	mmol/l	mmol/l	FALSE	Source	359	352
3010813	leuk-pika			TRUE	Extracted	495	348
-1	u-gran	u/field	u/field	FALSE	Source	491	410
3043681	u-välimep	u/field	u/field	FALSE	Source	191	170
3043722	u-hyalier	u/field	u/field	FALSE	Source	100	95
3043138	u-tubulep	u/field	u/field	FALSE	Source	114	103
3004119	vb-hblask	g/l	g/l	FALSE	Source	285	231
3003888	timotei			TRUE	Extracted	207	199
3023430	kissa			TRUE	Extracted	145	142
3020460	crp-p	mg/l	mg/l	FALSE	Source	1051	389
-1	sy-muut	%	%	FALSE	Source	18	15
3017181	l-myelo	%	%	FALSE	Source	173	68
-1	l-promye	%	%	FALSE	Source	330	147
3003338	e-mchc			FALSE	Source	973	728
3006923	p-alat			FALSE	Source	285	231
3022096	l-baso			FALSE	Source	899	454
-1	s-ca15-3antigeeni	u/ml	u/ml	FALSE	Source	784	383
-1	s-albumiini,osatutkimuss-prot-fr	g/l	g/l	FALSE	Source	109	95
-1	s-alfa-1-globuliini,osatutkimuss-prot-fr	g/l	g/l	FALSE	Source	109	95
-1	s-alfa-2-globuliini,osatutkimuss-prot-fr	g/l	g/l	FALSE	Source	109	95
-1	s-beta-1-globuliini,osatutkimuss-prot-fr	g/l	g/l	FALSE	Source	109	95
-1	s-beta-2-globuliini,osatutkimuss-prot-fr	g/l	g/l	FALSE	Source	109	95
-1	s-gamma-globuliini,osatutkimuss-prot-fr	g/l	g/l	FALSE	Source	109	95
3021601	u-prot-o			TRUE	Extracted	208	149
3011397	u-hb-o			TRUE	Extracted	326	231
-1	p-la1-mix			FALSE	Source	143	125
-1	p-la2-mix			FALSE	Source	71	66
-1	p-lam/m			FALSE	Source	75	69
-1	p-fs-mix			FALSE	Source	81	73
-1	p-apttm/m			FALSE	Source	83	74
3001850	p-fxi	%	%	FALSE	Source	395	291
-1	du-urea	mmol	mmol	FALSE	Source	1215	496
3032567	s-hbvnh	iu/ml	iu/ml	FALSE	Source	55	18
3007821	p-gluk-0h	mmol/l	mmol/l	FALSE	Source	761	548
3016701	p-gluk-2h	mmol/l	mmol/l	FALSE	Source	887	651
3026726	se-krea	umol/l	umol/l	FALSE	Source	806	340
-1	13982	ug/l	ug/l	FALSE	Source	935	294
-1	p-psa,leikattupotilas	ug/l	ug/l	FALSE	Source	641	185
-1	14143	titre	titre	FALSE	Source	11	10
-1	s-tbeabg	ru/ml	ru/ml	FALSE	Source	91	82
3024561	s-albind	g/l	g/l	FALSE	Source	814	753
21494815	cd4	%	%	FALSE	Source	1036	473
-1	li-igg/alb	osuus	osuus	FALSE	Source	823	775
-1	li-igg-ind	osuus	osuus	FALSE	Source	740	699
-1	li-hsvabg	eiu	eiu	FALSE	Source	185	161
44816808	li-cxcl13	ng/l	ng/l	FALSE	Source	564	520
3037551	p-ca12-5antigeeni	u/ml	u/ml	FALSE	Source	689	313
-1	s-pensppg	mg/l	mg/l	FALSE	Source	115	113
3014114	s-aurpulg	mg/l	mg/l	FALSE	Source	70	68
-1	s-micfaeg	mg/l	mg/l	FALSE	Source	45	45
-1	b-lymfosyytitsuhde	%	%	FALSE	Source	401	347
3017732	b-neutrofiilit	%	%	FALSE	Source	866	552
-1	b-monosyytitsuhde	%	%	FALSE	Source	402	348
3016431	kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	mmol/l	FALSE	Source	518	389
-1	glukoosinpikamittaus	1	1	FALSE	Source	351	171
-1	cb-o2-sis	ml/l	ml/l	FALSE	Source	461	211
-1	cb-sbc	mmol/l	mmol/l	FALSE	Source	461	211
-1	5389	mmol/l	mmol/l	FALSE	Source	502	191
-1	5400	mmol/l	mmol/l	FALSE	Source	118	82
-1	5401	g/l	g/l	FALSE	Source	502	191
3037441	pd-krea	umol/l	umol/l	FALSE	Source	985	165
3040661	pd-urea	mmol/l	mmol/l	FALSE	Source	946	162
-1	pd-solut	e6/l	e6/l	FALSE	Source	905	94
-1	du-proteiini	g	g	FALSE	Source	169	98
21492711	s-cmvavi			TRUE	Extracted	469	426
-1	epstein-barrvirus,nukleiinihappo(kvant)	iu/ml	iu/ml	FALSE	Source	15	12
-1	tromboplastiiniaika,aktivoitu,partiaalinen,plasma	s	s	FALSE	Source	406	319
-1	s-d-vitamiini-oh	nmol/l	nmol/l	FALSE	Source	254	242
-1	plasmanglukoosi(k)	mmol/l	mmol/l	FALSE	Source	53	48
-1	plasmangt(k)	u/l	u/l	FALSE	Source	73	51
3020460	s-crp-o			TRUE	Extracted	658	388
3010156	s-hscrp	mg/l	mg/l	FALSE	Source	395	319
-1	s-luteinisoivahormoni	iu/l	iu/l	FALSE	Source	178	157
-1	s-kortisoli	nmol/l	nmol/l	FALSE	Source	572	275
-1	s-testosteroni,seerumista	nmol/l	nmol/l	FALSE	Source	395	252
-1	p-adrenokortikotropiini	ng/l	ng/l	FALSE	Source	363	297
-1	sa-kortisoli	nmol/l	nmol/l	FALSE	Source	11	10
-1	s-prolaktiini	mu/l	mu/l	FALSE	Source	935	795
-1	s-follikkeliastimuloivahormoni,seerumista	iu/l	iu/l	FALSE	Source	23	23
-1	kalsium	mmol	mmol	FALSE	Source	11	11
-1	retikulosyyttienkeskimääräine	pg	pg	FALSE	Source	1047	552
-1	retikulosyytit,tuotantoindeksi	osuus	osuus	FALSE	Source	918	522
3001784	s-psav/t	%	%	FALSE	Source	1108	370
3016628	p-fidd-vt	mg/l	mg/l	FALSE	Source	618	498
-1	suhteellinentiheys,virtsasta,osatutk.			FALSE	Source	578	408
3005013	prostataspesifinenantigeeni,vapaa	ug/l	ug/l	FALSE	Source	289	233
-1	u-eryt-o	form	form	FALSE	Source	705	476
-1	u-gluk-o	form	form	FALSE	Source	842	483
-1	u-leuk-o	form	form	FALSE	Source	896	607
-1	u-nitr-o	form	form	FALSE	Source	833	574
-1	p-troponiinii,herkkä	ng/l	ng/l	FALSE	Source	455	304
-1	p-natrium,pikatutkimus(emmlisännyt)	mmol/l	mmol/l	FALSE	Source	58	44
-1	p-kalium,pikatutkimus(emmlisännyt)	mmol/l	mmol/l	FALSE	Source	57	44
-1	p-kreatiniini,pikatutkimus(emmlisännyt)	umol/l	umol/l	FALSE	Source	56	43
3001788	s-aldos			TRUE	Extracted	332	299
3011985	p-reninm			TRUE	Extracted	489	423
3032155	s-metnef			TRUE	Extracted	207	193
3026179	s-normet			TRUE	Extracted	262	248
3005082	s-prog			TRUE	Extracted	167	144
-1	glukoosi,vieritesti	mmol/l	mmol/l	FALSE	Source	150	133
3019900	kolesteroli/lipiditosatutkimus	mmol/l	mmol/l	FALSE	Source	1181	890
3023602	kolesteroli,highdensitylipoproteiinit/lipiditosatutkimus	mmol/l	mmol/l	FALSE	Source	1186	893
3025839	triglyseridit(trigly)/lipiditosatutkimus	mmol/l	mmol/l	FALSE	Source	1185	892
3001308	kolesteroli,lowdensitylipoproteiinit(ldl)/lipiditosatutkimus	mmol/l	mmol/l	FALSE	Source	1185	892
42869547	s-piiinp	ug/l	ug/l	FALSE	Source	2039	1235
3003129	cb-emäsylimäärä			TRUE	Extracted	510	290
3015235	cb-standardibikarbonaatti			TRUE	Extracted	45	24
3017732	b-neutrofiilit,erillistutkimuksena			TRUE	Extracted	76	30
-1	s-testo,vap,laskmassasp	pmol/l	pmol/l	FALSE	Source	192	165
3034770	s-mitoab	titre	titre	FALSE	Source	473	335
-1	vb-aktuaalibikarbonaatti	mmol/l	mmol/l	FALSE	Source	1612	552
-1	vb-hemoglobiini	g/l	g/l	FALSE	Source	2008	658
-1	p-fibriinidimeerit	mg/l	mg/l	FALSE	Source	364	336
-1	paastoseeruminkalsium-ioni.	mmol/l	mmol/l	FALSE	Source	575	385
3022250	laktaattidehydrogenaasi	u/l	u/l	FALSE	Source	112	101
-1	seeruminkalsium-ioni.aktuaali	mmol/l	mmol/l	FALSE	Source	569	383
-1	seeruminph			FALSE	Source	215	160
-1	s-campabg			TRUE	Extracted	53	47
-1	s-campabm			TRUE	Extracted	72	66
-1	ps-strvi	form	form	FALSE	Source	34	32
3049506	nu-alb	ug/min	ug/min	FALSE	Source	442	311
-1	hoitajienhemoglobiini-a1c			FALSE	Source	471	283
3019539	s-tpha	titre	titre	FALSE	Source	893	252
-1	s-koriongonadotropiini-b-alayksikkö,ihm.vap	ug/l	ug/l	FALSE	Source	309	309
-1	s-treponemapallidum,hemagglutinaatio	titre	titre	FALSE	Source	21	7
3020460	c-reaktiivinenproteiini(p-crp)	mg/l	mg/l	FALSE	Source	500	369
3012544	vb-ph	ph	ph	FALSE	Source	931	350
43054903	s-b12-vitamiini,transkobalamiiniii:eensitoutunut,seerumista	pmol/l	pmol/l	FALSE	Source	75	64
3004410	ghb-a1c(vo.hoitaja)	mmol/mol	mmol/mol	FALSE	Source	431	224
-1	b-gluk(vo.hoitaja)	atj/25t	atj/25t	FALSE	Source	10	8
3004410	ghb-a1c(vo.hoitaja)			TRUE	QCOut	93	66
3000963	hb(hoitaja)	g/l	g/l	FALSE	Source	131	95
-1	s-hhv6abg	eiu	eiu	FALSE	Source	720	640
-1	vb-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	mmol/l	FALSE	Source	468	247
-1	vb-kalsium,ionisoitunut,eitilattava	mmol/l	mmol/l	FALSE	Source	458	245
-1	p-c-reaktiininenproteiini,vieritutkimus	mg/l	mg/l	FALSE	Source	258	176
3021337	b-tni-vt	ng/l	ng/l	FALSE	Source	59	49
-1	epiteelisolut,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	e6/l	FALSE	Source	203	124
-1	lieriöt,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	e6/l	FALSE	Source	203	124
-1	osmolaliteetti,virtsasta,partikkelinlaskijalla,osatutk.	mosm/kgh2o	mosm/kgh2o	FALSE	Source	203	124
-1	erytrosyytit,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	e6/l	FALSE	Source	202	123
-1	c-reaktiivinenproteiini,plasmasta,vieritesti	mg/l	mg/l	FALSE	Source	698	449
-1	emäsylimäärä,arteriaverestä,osatutk.			TRUE	Extracted	32	24
-1	aktuaalibikarbonaatti,arteriaverestä,osatutk.	mmol/l	mmol/l	FALSE	Source	96	58
-1	hemoglobiini,arteriaverestä,osatutk	g/l	g/l	FALSE	Source	95	57
-1	kalsium,ionisoitunut,ph7.4-korjattu,arteriaverestä,osatutk	mmol/l	mmol/l	FALSE	Source	48	34
-1	kalium,verikaasuosatutk.	mmol/l	mmol/l	FALSE	Source	179	88
-1	natrium,verikaasuosatutk.	mmol/l	mmol/l	FALSE	Source	180	88
-1	laktaatti,verikaasuanalysaattorilla,verestä	mmol/l	mmol/l	FALSE	Source	99	60
-1	kalsium,ionisoitunut,arteriaverestä,osatutk	mmol/l	mmol/l	FALSE	Source	48	34
-1	happikyllästeisyys(hemoglobiini),osatutk	%	%	FALSE	Source	95	57
-1	kloridi,osatutk.	mmol/l	mmol/l	FALSE	Source	48	34
-1	anionivaje,osatutkimus	mmol/l	mmol/l	FALSE	Source	48	34
-1	happiosapaine,lämpötilakorjattu,arteriaverestä,osatutk	kpa	kpa	FALSE	Source	45	33
-1	hiilidioksidiosapaine,lämpötilakorjattu,arteriaverestä,osatutk	kpa	kpa	FALSE	Source	45	33
-1	happamuusaste,lämpötilakorjattu,arteriaverestä,osatutk			FALSE	Source	45	33
-1	lämpötila,arteriaverestä,osatutk	°c	°c	FALSE	Source	45	33
-1	happamuusaste,arteriaverestä,osatutk			FALSE	Source	90	54
-1	emäsylimäärä,venaverestä,osatutk.			TRUE	Extracted	31	13
-1	aktuaalibikarbonaatti,venaverestä,osatutk.	mmol/l	mmol/l	FALSE	Source	62	30
-1	hemoglobiini,venaverestä,osatutk	g/l	g/l	FALSE	Source	62	30
-1	kalsium,ionisoitunut,ph7.4-korjattu,venaverestä,osatutk	mmol/l	mmol/l	FALSE	Source	62	30
-1	kalsium,ionisoitunut,venaverestä,osatutk	mmol/l	mmol/l	FALSE	Source	62	30
-1	happamuusaste,venaverestä,osatutk			FALSE	Source	54	29
-1	kalsium,ionisoitunut,ph7.4-korjattu,kapillaariverestä,osatutk	mmol/l	mmol/l	FALSE	Source	24	16
-1	emäsylimäärä,kapillaariverestä,osatutk.			TRUE	Extracted	9	8
-1	aktuaalibikarbonaatti,kapillaariverestä,osatutk.	mmol/l	mmol/l	FALSE	Source	22	15
-1	kalsium,ionisoitunut,kapillaariverestä,osatutk	mmol/l	mmol/l	FALSE	Source	23	15
-1	happamuusaste,kapillaariverestä,osatutk			FALSE	Source	21	15
-1	emäsylimäärä,kapillaariverestä,osatutk.	mmol/l	mmol/l	FALSE	Source	13	8
-1	sisäilmayhteydenotto			FALSE	Source	169	114
40760848	s-pemfiab	u/ml	u/ml	FALSE	Source	1320	573
-1	s-campabg	titre	titre	FALSE	Source	418	389
44813793	s-pölyer			TRUE	Extracted	1120	1099
-1	prostataspesifinenantigeeni,osuus	%	%	FALSE	Source	108	57
3010813	b-pvk+tkd,leuk	e9/l	e9/l	FALSE	Source	3390	513
3002030	b-pvk+tkd,lymph	%	%	FALSE	Source	4402	573
3019069	b-pvk+tkd,mono	%	%	FALSE	Source	4397	572
3006504	b-pvk+tkd,eo	%	%	FALSE	Source	4389	573
3019069	b-pvk+tkd,baso	%	%	FALSE	Source	4387	573
3034092	b-pvk+tkd,ig	%	%	FALSE	Source	4380	572
3017732	b-pvk+tkd,neut	e9/l	e9/l	FALSE	Source	4373	573
3019198	b-pvk+tkd,lymph	e9/l	e9/l	FALSE	Source	4366	573
3001604	b-pvk+tkd,mono	e9/l	e9/l	FALSE	Source	4364	573
3013115	b-pvk+tkd,eo	e9/l	e9/l	FALSE	Source	4355	573
3006315	b-pvk+tkd,baso	e9/l	e9/l	FALSE	Source	4345	573
3026361	b-pvk+tkd,eryt	e12/l	e12/l	FALSE	Source	4432	574
-1	b-pvk+tkd,ig	e9/l	e9/l	FALSE	Source	4327	572
3019897	b-pvk+tkd,rdw	%	%	FALSE	Source	4297	568
3000963	b-pvk+tkd,hb	g/l	g/l	FALSE	Source	4431	574
3009542	b-pvk+tkd,hkr	osuus	ratio	FALSE	Source	4430	574
3024731	b-pvk+tkd,mcv	fl	fl	FALSE	Source	4432	574
3035941	b-pvk+tkd,mch	pg	pg	FALSE	Source	4427	573
3003338	b-pvk+tkd,mchc	g/l	g/l	FALSE	QCOut	4422	573
-1	b-pvk+tkd,trom	eg/l	eg/l	FALSE	Source	4410	573
3018010	b-pvk+tkd,neut	%	%	FALSE	Source	4407	573
-1	pt-glomerulussuodatusnopeus			TRUE	Extracted	154	121
-1	kreatiniini,virtsasta	mmol/l	mmol/l	FALSE	Source	92	70
3017446	s-testosteroni	nmol/l	nmol/l	FALSE	Source	708	496
-1	fp-triglyseridit,plasmasta,paastotilassa	mmol/l	mmol/l	FALSE	Source	189	139
-1	fp-kolesteroli,lowdensitylipoproteiinit,paastotilassa	mmol/l	mmol/l	FALSE	Source	249	171
-1	s-luteinisoivahormoni	u/l	u/l	FALSE	Source	26	25
3001467	s-afluust			TRUE	Extracted	177	167
3035400	s-afmaksa			TRUE	Extracted	169	159
3045684	s-afmakro			TRUE	Extracted	210	197
-1	s-ifx	mg/l	mg/l	FALSE	Source	1240	391
-1	punasolujenerittelylaskenta	%	%	FALSE	Source	41	32
3013826	p-glukpik	mmol/l	mmol/l	FALSE	Source	200	134
3014111	p-lakthoi	mmol/l	mmol/l	FALSE	Source	31	31
3013826	p-glukhoi	mmol/l	mmol/l	FALSE	Source	279	193
3023103	p-khoi	mmol/l	mmol/l	FALSE	Source	47	47
40771922	pt-krea-cl	ml/s/173m2	ml/s/173m2	FALSE	Source	273	218
3018851	s-teofy	umol/l	umol/l	FALSE	Source	618	346
-1	u-immunoglobuliini,kevyetketjut,kappa	mg/l	mg/l	FALSE	Source	12	12
-1	u-immunoglobuliini,kevyetketjut,lambda	mg/l	mg/l	FALSE	Source	7	7
3002179	l-metamy	%	%	FALSE	Source	153	81
3025159	l-blas-m	%	%	FALSE	Source	297	92
3019069	l-mono-m	%	%	FALSE	Source	297	92
-1	b-trom-s	e9/l	e9/l	FALSE	Source	558	231
-1	neutrofiiliset,konediffi(),osatutk.b-diffi	%	%	FALSE	Source	1040	287
-1	lymfosyytit,konediffi(),osatutk.b-diffi	%	%	FALSE	Source	1040	287
-1	monosyytit,konediffi(),osatutk.b-diffi	%	%	FALSE	Source	1040	287
-1	eosinofiilitabs,konediffi,osatutk.b-diffi	e9/l	e9/l	FALSE	Source	1041	287
-1	neutrofiilitabs,konediffi,osatutk.b-diffi	e9/l	e9/l	FALSE	Source	1040	287
-1	basofiilit,konediffi(),osatutk.b-diffi	%	%	FALSE	Source	1040	287
-1	eosinofiilit,konediffi(),osatutk.b-diffi	%	%	FALSE	Source	1041	287
-1	blastit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	myelosyytit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	promyelosyytit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	metamyelosyytit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	eosinofiilit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	basofiilit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	monosyytit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	lymfosyytit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	neutrofiilit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	Source	54	28
-1	hemoglobiini-a1c,verestä	mmol/m	mmol/m	FALSE	Source	440	412
-1	s-b12-vitamiini,aktiivinen	pmol/l	pmol/l	FALSE	Source	1134	921
-1	b-erblas	e9/l	e9/l	FALSE	Source	2891	1624
3019069	l-mon			TRUE	Extracted	1467	757
-1	s-hepyabg	index	index	FALSE	Source	555	501
-1	u-ph-o	N	N	FALSE	Source	2076	585
3009542	b-hkr.fol			FALSE	Source	153	116
3016431	s-ca-17.4	mmol/l	mmol/l	FALSE	Source	835	393
3009542	b-hkr.fol	%	%	FALSE	Source	28	24
-1	11332	ng/l	ng/l	FALSE	Source	30	19
-1	u-om.p.			FALSE	Source	676	326
3008295	s-osmolaliteetti	mosm/kgh2o	mosm/kgh2o	FALSE	Source	189	151
-1	tau-proteiini,217-fosforyloitu	ng/l	ng/l	FALSE	Source	37	37
3007798	li-igg/alb			FALSE	Source	665	624
-1	li-borrabg	wme	wme	FALSE	Source	165	157
-1	li-borrabm	wme	wme	FALSE	Source	87	83
-1	s-hsv2abg	eiu	eiu	FALSE	Source	246	225
-1	s-infbcf	titre	titre	FALSE	Source	588	513
-1	s-rsvcf	titre	titre	FALSE	Source	597	515
-1	s-chlacf	titre	titre	FALSE	Source	27	26
-1	p-apob/a1			FALSE	Source	112	110
3008364	p-lipoa1	g/l	g/l	FALSE	Source	136	130
3014791	p-lipob	g/l	g/l	FALSE	Source	137	129
3019069	l-mono+muu	%	%	FALSE	Source	1440	1221
3022493	p-hb			TRUE	Extracted	106	97
-1	du-mg	mmol	mmol	FALSE	Source	579	530
-1	p-adam13	%	%	FALSE	Source	291	199
3035544	s-kardabg	u/ml	u/ml	FALSE	Source	83	64
3014037	ly-t-cd4	%	%	FALSE	Source	2006	938
-1	s-zn	umol/l	umol/l	FALSE	Source	583	460
-1	b-t-cd4	e6/l	e6/l	FALSE	Source	1607	746
-1	fp-e-vit	umol/l	umol/l	FALSE	Source	234	122
3006245	ly-b-cd19	%	%	FALSE	Source	1504	746
-1	ly-t-cd4/8			FALSE	Source	1627	670
3011412	b-t-cd3	e6/l	e6/l	FALSE	QCOut	1172	605
-1	b-b-cd19	e6/l	e6/l	FALSE	Source	913	577
3001405	b-t-cd8	e6/l	e6/l	FALSE	Source	1174	606
3007449	ly-t-cd8	%	%	FALSE	Source	2895	1357
-1	lymfosyytit,t-cd3-solujenosuus,osatutk.2275	%	%	FALSE	Source	24	10
-1	lymfosyytit,nk-solujenosuus,osatutk.2275	%	%	FALSE	Source	24	10
-1	lymfosyytit,t-cd4/cd8-suhde,osatutk.2275			FALSE	Source	24	10
-1	lymfosyytit,t-cd3-solut,verestä,osatutk.2275	e6/l	e6/l	FALSE	Source	24	10
-1	lymfosyytit,t-cd4-solut,verestä,osatutk.	e6/l	e6/l	FALSE	Source	31	12
-1	lymfosyytit,t-cd8-solut,verestä,osatutk.2275	e6/l	e6/l	FALSE	Source	24	10
-1	lymfosyytit,t-auttajasolujenosuus,osatutk.	%	%	FALSE	Source	31	12
-1	lymfosyytit,t-estäjäsolujenosuus,osatutk.2275	%	%	FALSE	Source	24	10
-1	lymfosyytit,nk-solut,verestä,osatutk.2275	e6/l	e6/l	FALSE	Source	24	10
-1	troponiinit,plasmasta	ng/l	ng/l	FALSE	Source	1477	710
-1	c-reakt.prot,oma			FALSE	Source	50	24
-1	p-apcres			TRUE	Extracted	69	69
-1	na	mmol/m	mmol/m	FALSE	Source	80	80
-1	s-kvriski			FALSE	Source	213	201
3013603	p-prostataspesifinenantigeeni,kokonais	ug/l	ug/l	FALSE	Source	725	569
3001604	b-mon	e9/l	e9/l	FALSE	Source	1235	520
-1	b-lt	e9/l	e9/l	FALSE	Source	1300	533
-1	l-ind			TRUE	Extracted	73	58
-1	immunoglobuliinig,indeksi,	index	index	FALSE	Source	27	27
-1	l-mxd	e9/l	e9/l	FALSE	Source	634	292
-1	u-suht-hy			TRUE	Extracted	453	379
3046279	p-pct	ng/ml	ng/ml	FALSE	Source	1499	842
3019977	ab-ph(t)			FALSE	Source	4510	1437
3045156	ab-pco2(t)	kpa	kpa	FALSE	Source	4513	1437
3022803	ab-po2(t)	kpa	kpa	FALSE	Source	4515	1437
-1	ab-hkr	osuus	osuus	FALSE	Source	864	535
3043409	ab-k	mmol/l	mmol/l	FALSE	Source	1089	614
3016431	ab-ca++7.4	mmol/l	mmol/l	FALSE	Source	1106	618
3014576	ab-cl	mmol/l	mmol/l	FALSE	Source	1123	636
-1	ab-na	mmol/l	mmol/l	FALSE	Source	1125	635
-1	ab-lämpö	aste	aste	FALSE	Source	1072	605
3021347	ab-ca++	mmol/l	mmol/l	FALSE	Source	1087	613
3021960	fs-folaat			FALSE	Source	39	37
-1	cp-glukoosi,ihopistosn,vieritestihoitoyksikössä			TRUE	Extracted	3716	277
-1	cp-glukoosi,ihopistosn,vieritestihoitoyksikössä	mmol/l	mmol/l	FALSE	Source	1309	206
3026989	p-trijodityroniini,vapaa	pmol/l	pmol/l	FALSE	Source	637	364
3006923	perusterveyspakettialat	u/l	u/l	FALSE	Source	259	218
3020491	perusterveyspakettigluk	mmol/l	mmol/l	FALSE	Source	258	217
3026910	perusterveyspakettigt	u/l	u/l	FALSE	Source	258	218
3019900	perusterveyspakettikol	mmol/l	mmol/l	FALSE	Source	259	218
3023602	perusterveyspakettihdl-kol	mmol/l	mmol/l	FALSE	Source	259	218
3023602	perusterveyspakettilowdensitylipoprot	mmol/l	mmol/l	FALSE	Source	256	216
3020564	perusterveyspakettikrea	umol/l	umol/l	FALSE	Source	258	217
3025839	perusterveyspakettitrigly	mmol/l	mmol/l	FALSE	Source	259	218
3048402	erytrosyytit	u/field	u/field	FALSE	Source	29	23
3051014	leukosyytit	u/field	u/field	FALSE	Source	22	16
40761873	s-rarah1e	u/ml	u/ml	FALSE	Source	297	283
-1	s-cora9e	u/ml	u/ml	FALSE	Source	477	453
3033658	p-tt.			TRUE	Extracted	225	216
3011547	p-fvii			TRUE	Extracted	125	112
3004409	p-fx			TRUE	Extracted	97	89
40759844	s-ssbabbl			TRUE	Extracted	7	6
-1	b-ko/epi1	s	s	FALSE	Source	525	411
-1	b-ko/epi2	s	s	FALSE	Source	526	412
-1	b-ko/adp1	s	s	FALSE	Source	570	438
-1	b-ko/adp2	s	s	FALSE	Source	565	440
-1	p-tradp	%	%	FALSE	Source	13	12
-1	p-traa	%	%	FALSE	Source	13	12
-1	p-trristo	%	%	FALSE	Source	12	11
-1	p-trtrap	%	%	FALSE	Source	10	9
3020460	p-crpos	mg/l	mg/l	FALSE	Source	380	229
3020460	p-crp-p			FALSE	Source	712	400
3033658	p-tt-	%	%	FALSE	Source	1432	250
3016407	p-fibrspr	g/l	g/l	FALSE	Source	137	132
3013466	p-apttspr	s	s	FALSE	Source	145	137
3002348	p-fxii	%	%	FALSE	Source	366	279
-1	koll/adp	s	s	FALSE	Source	74	68
-1	koll/adr	s	s	FALSE	Source	71	67
3023420	s-dnaab			TRUE	Extracted	609	198
3020564	p-krea.	umol/l	umol/l	FALSE	Source	1719	861
