OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	TEST_OUTCOME	n_TEST_OUTCOME	n_subjects
-1	eosinofiilit,absol.arvot,osatutkimus(39b-eos)	e9/l	e9/l	FALSE	N	107	90
-1	eosinofiilit,absol.arvot,osatutkimus(39b-eos)	e9/l	e9/l	FALSE	A	7	6
3013115	eosinofiilit,absol.arvot,osatutkimus(b-eos)	e9/l	e9/l	FALSE	N	79	66
3013115	eosinofiilit,absoluuttiset/tvk	%	%	FALSE	N	9	6
-1	eosinofiilit,konediffi(),osatutk.b-diffi	%	%	FALSE	L	186	70
-1	eosinofiilit,konediffi(),osatutk.b-diffi	%	%	FALSE	H	131	44
-1	eosinofiilit,käsidiffi(),osatutk.b-diffi	%	%	FALSE	L	22	10
-1	eosinofiilit,osatutkimus(690l-eos)	%	%	FALSE	N	103	86
-1	eosinofiilit,osatutkimus(690l-eos)	%	%	FALSE	A	11	10
-1	eosinofiilit,osatutkimus(9113l-eos)	%	%	FALSE	N	6	6
3006504	eosinofiilit,osatutkimus(l-eos)	%	%	FALSE	N	78	65
-1	eosinofiilit,osuus	%	%	FALSE	H	252	235
-1	eosinofiilit,osuus	%	%	FALSE	N	2608	2303
-1	eosinofiilit,osuus	%	%	FALSE	L	127	105
3013115	eosinofiilit,verestä(b-eos)	e9/l	e9/l	FALSE	N	53	47
3013115	eosinofiilit,verestä(b-eos)	e9/l	e9/l	FALSE	A	8	6
3006504	eosinofiilit-osuus	%	%	FALSE	N	1005	879
3006504	eosinofiilit-osuus	%	%	FALSE	A	172	154
3006504	eosinofiilit-osuus	%	%	FALSE	H	11	11
3006504	eosinofiilit-osuus	%	%	FALSE	L	12	10
3006504	eosinofiilit-osuus(diffi)	%	%	FALSE	N	122	104
3006504	eosinofiilit-osuus(diffi)	%	%	FALSE	A	75	50
-1	eosinofiilitabs,konediffi,osatutk.b-diffi	e9/l	e9/l	FALSE	L	103	24
-1	eosinofiilitabs,konediffi,osatutk.b-diffi	e9/l	e9/l	FALSE	H	130	46
-1	eosinofiilitdiffissä			TRUE	A	8	7
-1	eosinofiilitosatutk.2225diffi	%	%	FALSE	N	26	21
-1	eosinofiilitosatutk.2225diffi	%	%	FALSE	A	7	7
-1	eosinofiilitosuus	%	%	FALSE	N	1195	991
-1	eosinofiilitosuus	%	%	FALSE	H	76	75
-1	eosinofiilitosuus	%	%	FALSE	L	102	85
-1	eosonofiilit	%	%	FALSE	N	22	17
-1	epidermophytonfloccosum			FALSE	N	203	196
-1	epidermophytonfloccosum,nukleiinihappo(kval)			FALSE	N	15	15
-1	epididymaalinenantigeeni4(he4)	pmol/l	pmol/l	FALSE	A	11	11
-1	epiteelisolut	e6/l	e6/l	FALSE	N	11	9
3000850	epiteelisolut,virtsa	e6/l	e6/l	FALSE	A	1405	888
3000850	epiteelisolut,virtsa	e6/l	e6/l	FALSE	N	29	24
3000850	epiteelisolut,virtsasta	e6/l	e6/l	FALSE	A	668	493
-1	epiteelisolut,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	e6/l	FALSE	A	13	13
3000850	epiteelit	e6/l	e6/l	FALSE	N	3976	2648
3000850	epiteelit	e6/l	e6/l	FALSE	A	847	731
3000850	epiteelit	e6/l	e6/l	FALSE	H	82	69
-1	epoc-laitteellatehtäväpikatesti,osavastausp-k	1	1	FALSE	N	50	34
-1	epoc-laitteellatehtäväpikatesti,osavastausp-k			FALSE	N	17	12
-1	epoc-laitteellatehtäväpikatesti,osavastausp-k	1	1	FALSE	L	13	9
-1	epoc-laitteellatehtäväpikatesti,osavastausp-krea	1	1	FALSE	N	40	27
-1	epoc-laitteellatehtäväpikatesti,osavastausp-krea			FALSE	L	10	7
-1	epoc-laitteellatehtäväpikatesti,osavastausp-krea			FALSE	N	9	8
-1	epoc-laitteellatehtäväpikatesti,osavastausp-krea	1	1	FALSE	H	19	15
-1	epoc-laitteellatehtäväpikatesti,osavastausp-krea	1	1	FALSE	L	7	6
-1	epoc-laitteellatehtäväpikatesti,osavastausp-na	1	1	FALSE	N	46	33
-1	epoc-laitteellatehtäväpikatesti,osavastausp-na			FALSE	N	19	12
-1	epoc-laitteellatehtäväpikatesti,osavastausp-na	1	1	FALSE	L	16	11
-1	epstein-barrinvirus,tuma-antigeeni,vasta-aineet,seerumista			FALSE	A	85	70
-1	epstein-barrvirus,igg-vasta-aineet,osatutk.1335			FALSE	A	7	7
-1	epstein-barrvirus,igg-vasta-aineet,osatutk.1335	u/ml	u/ml	FALSE	A	9	9
-1	erik.näyte			FALSE	H	41	36
-1	erikoiskäsittely			FALSE	N	23	9
3026361	eryt	e6/l	e6/l	FALSE	A	339	228
3026361	eryt	e6/l	e6/l	FALSE	H	2086	1503
-1	eryt			FALSE	H	607	469
-1	eryt			FALSE	A	90	67
-1	eryt			FALSE	HH	38	31
3026361	eryt	e6/l	e6/l	FALSE	HH	41	36
3021589	erytroblastit			FALSE	N	457	388
3021589	erytroblastit	e9/l	e9/l	FALSE	N	67312	19986
3021589	erytroblastit			TRUE	N	2533	1691
3021589	erytroblastit	e9/l	e9/l	FALSE	A	2365	785
3021589	erytroblastit	e9/l	e9/l	FALSE	H	2292	531
3024172	erytropoietiini	iu/l	iu/l	FALSE	A	14	14
3024172	erytropoietiini,seerumista	iu/l	iu/l	FALSE	A	17	16
-1	erytrosyytit	e6/l	e6/l	FALSE	N	4101	2868
3026361	erytrosyytit	e12/l	e12/l	FALSE	N	3285	2300
3026361	erytrosyytit	e12/l	e12/l	FALSE	A	4667	1189
-1	erytrosyytit	e6/l	e6/l	FALSE	A	1124	882
-1	erytrosyytit			FALSE	N	94	86
-1	erytrosyytit	e6/l	e6/l	FALSE	H	107	79
3048402	erytrosyytit	u/field	u/field	FALSE	N	29	23
3026361	erytrosyytit(b-eryt)	e12/l	e12/l	FALSE	N	57	49
3045424	erytrosyytit(kval)	estimate	estimate	FALSE	N	1330	986
3045424	erytrosyytit(kval)			FALSE	N	145	112
3024731	erytrosyytit,keskitilavuus	fl	fl	FALSE	N	1230	973
3024731	erytrosyytit,keskitilavuus	fl	fl	FALSE	A	126	95
3024731	erytrosyytit,keskitilavuus(e-mcv)	fl	fl	FALSE	N	58	50
-1	erytrosyytit,keskitilavuus,pvkosatutkimus	fl	fl	FALSE	N	78	44
3002385	erytrosyytit,kokojakauma	%	%	FALSE	N	235	173
-1	erytrosyytit,punasoluindeksi			FALSE	N	55	30
-1	erytrosyytit,pvkosatutkimus	e12/l	e12/l	FALSE	N	62	37
-1	erytrosyytit,pvkosatutkimus	%	%	FALSE	N	67	43
-1	erytrosyytit,pvkosatutkimus	%	%	FALSE	L	13	6
-1	erytrosyytit,pvkosatutkimus	e12/l	e12/l	FALSE	L	16	7
-1	erytrosyytit,selkäydinneste	e6/l	e6/l	FALSE	A	17	17
3009542	erytrosyytit,tilavuusosuus	osuus	ratio	FALSE	N	3397	2364
3009542	erytrosyytit,tilavuusosuus	osuus	ratio	FALSE	A	3998	1090
3009542	erytrosyytit,tilavuusosuus			FALSE	N	9	9
3009542	erytrosyytit,tilavuusosuus(b-hkr)	%	%	FALSE	N	60	52
-1	erytrosyytit,verestä,pikatesti	e12/l	e12/l	FALSE	A	14	13
3002582	erytrosyytit,virtsa	e6/l	e6/l	FALSE	A	1748	972
3002582	erytrosyytit,virtsa	e6/l	e6/l	FALSE	N	27	23
-1	erytrosyytit,virtsansolujenerittelylaskenta	u/field	u/field	FALSE	A	14	6
-1	erytrosyytit,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	e6/l	FALSE	A	50	35
-1	escherichiacoli,nukleiinihaponosoitusosatutk.			FALSE	A	7	6
-1	escherichiacolik1,nukleiinihappo(kval),likvori			FALSE	N	12	11
-1	etanoli,plasma	promille	promille	FALSE	A	64	36
-1	etanoli,plasma			FALSE	A	24	23
-1	etec(enterotoksigeeninene.coli)			FALSE	N	429	345
-1	etecnho			FALSE	N	232	212
-1	etecnho			FALSE	A	14	14
-1	eturauhasenpaksuneulanäyte			FALSE	A	12	12
-1	ex-bakteeri,viljely			FALSE	A	110	73
-1	ex-bakteeri,viljely,yskös			FALSE	A	17	13
-1	ex-bakteeri,viljelyysköksestä			FALSE	A	11	9
3023419	ex-baktvi			FALSE	A	2500	1165
3023419	ex-baktvi			FALSE	N	770	380
-1	ex-baktvr			FALSE	N	28	15
-1	ex-baktvr			FALSE	A	51	22
-1	ex-eos			FALSE	A	38	36
-1	ex-eos			FALSE	N	12	9
-1	ex-neut			FALSE	A	57	53
-1	ex-sieni,viljely,yskös			FALSE	A	70	37
-1	ex-syto			FALSE	N	90	43
3036432	ex-tbvi			FALSE	N	26	11
3027544	ex-tbvrvi			FALSE	N	5158	1466
3027544	ex-tbvrvi			FALSE	A	508	158
-1	ex-tuberkuloosibakteeri,vr+vi			FALSE	N	14	6
-1	ex-tuberkuloosibakteeri,värjäysjaviljely			FALSE	A	12	10
-1	extra			FALSE	N	145	117
-1	f-actimfecalblood(pi)			FALSE	N	17	9
3020393	f-adenag			FALSE	N	161	111
3020393	f-adenag			FALSE	A	8	8
-1	f-adennho			FALSE	N	13	13
37021247	f-adenonho			FALSE	A	7	6
37021247	f-adenonho			FALSE	N	35	35
-1	f-adenovirus,nukleiinihappo			FALSE	N	7	7
-1	f-adenovirus,nukleiinihappo(kval)			FALSE	N	12	12
-1	f-adenovirus,nukleiinihappo(kval),osatutk.			FALSE	N	12	12
3003101	f-antitry	ug/g	ug/g	FALSE	N	200	125
3003101	f-antitry	ug/g	ug/g	FALSE	A	94	63
3003101	f-antitry			FALSE	N	23	21
3003101	f-antitry			FALSE	A	52	22
3003101	f-antitry	ug/g	ug/g	FALSE	H	23	18
3003101	f-antitry			FALSE	H	13	9
-1	f-astrnho			FALSE	N	41	39
-1	f-astrnho			FALSE	A	13	11
37020445	f-astronho			FALSE	A	11	11
37020445	f-astronho			FALSE	N	35	35
-1	f-astrovirus,nukleiinihappo			FALSE	N	7	7
-1	f-astrovirus,nukleiinihappo(kval)			FALSE	N	8	8
-1	f-bakteeri,viljely-janukleiinihappo(kval)ulosteesta			FALSE	N	7	6
-1	f-bakteeri,viljely1(salmon,shig,yers,campylo)			FALSE	N	16	16
-1	f-bakteeri,viljely1(salmon,shig,yers,campylo)(pi)			FALSE	N	9	9
-1	f-bakteeri,viljely1(salmonella,shigella,yersinia,campylobacter)			FALSE	N	24	21
-1	f-bakteeri,viljely3			FALSE	N	8	8
-1	f-bakteeri,viljely3(viljely1+b.cereus,c.perfringens,s.aureus)			FALSE	A	10	10
-1	f-bakteeri,viljely3(viljely1+bacilluscereu			FALSE	A	13	13
-1	f-bakteeri,viljelyjanukleiinihappo(kval),ulosteesta			FALSE	N	36	35
-1	f-bakteerijatkoviljely			FALSE	A	8	8
-1	f-bakteeripatogeenit,jatkoviljely			FALSE	N	7	7
-1	f-bakteeripatogeenit,nukleiinihaponosoitus			FALSE	N	31	28
-1	f-bakteeripatogeenit,nukleiinihaponosoitus(pcr)			FALSE	A	16	16
-1	f-bakteeripatogeenit,nukleiinihaponosoitus(pcr)			FALSE	N	13	13
-1	f-bakteeripatogeenit,nukleiinihaponosoitus(pcr)(ko)			FALSE	N	20	19
-1	f-bakteeripatogeenit,nukleiinihaponosoitus(pcr),osatutk.			FALSE	N	9	9
-1	f-bakteeripatogeenit,nukleiinihaponosoitus(pcr),ulosteesta			FALSE	N	19	19
-1	f-bakteerit,nukleiinihappo(kval)uloste			FALSE	N	12	11
-1	f-baktjvi			FALSE	A	17	15
-1	f-baktjvi			FALSE	N	17	17
37019628	f-baktnho			FALSE	N	1153	1079
37019628	f-baktnho			FALSE	A	301	273
3025941	f-baktvi1			FALSE	N	2963	2703
3025941	f-baktvi1			FALSE	A	127	126
-1	f-baktvi2			FALSE	N	140	131
-1	f-baktvi2			FALSE	A	12	11
-1	f-baktvi3			FALSE	N	107	104
-1	f-baktvi3			FALSE	A	53	53
-1	f-baktvip			FALSE	A	1008	918
-1	f-baktvip			FALSE	N	6526	5360
-1	f-bio			FALSE	N	24	24
-1	f-blasnho			FALSE	N	6	6
-1	f-blastocystishominis,nukleiinihappo(kval)			FALSE	N	14	12
-1	f-blod-1			FALSE	N	47	37
-1	f-blod-2			FALSE	N	45	36
-1	f-blod-3			FALSE	N	46	37
3048689	f-calpro	ug/g	ug/g	FALSE	A	40050	13633
3048689	f-calpro			FALSE	N	2712	2511
3048689	f-calpro	ug/g	ug/g	FALSE	N	19998	13994
3048689	f-calpro	ug/g	ug/g	FALSE	H	20129	9116
3048689	f-calpro			FALSE	A	1403	956
3048689	f-calpro			TRUE	N	1141	1077
3048689	f-calpro			FALSE	H	252	196
3048689	f-calpro			TRUE	A	4462	2819
3048689	f-calpro			TRUE	H	1631	1142
-1	f-calpro2			FALSE	A	10	7
3048689	f-calpro2	ug/g	ug/g	FALSE	A	219	114
-1	f-calprotectin	ug/g	ug/g	FALSE	N	30	30
-1	f-calprotectin	ug/g	ug/g	FALSE	A	35	33
-1	f-calprotectin			FALSE	N	9	9
-1	f-campjvi			FALSE	A	22	21
-1	f-campnho			FALSE	A	15	15
-1	f-campnho			FALSE	N	112	106
3006418	f-campvi			FALSE	A	425	411
3006418	f-campvi			FALSE	N	434	415
-1	f-campylobacter,nukleiinihappo(kval),osatutk.			FALSE	N	11	11
-1	f-campylobacter,viljely			FALSE	N	167	164
-1	f-campylobacterspp,nukl.haponosoitus			FALSE	N	44	28
-1	f-campylobacterspp.(jejuni&coli),nukl.haponos			FALSE	N	29	28
-1	f-campylobakteeri,viljely			FALSE	A	10	10
-1	f-campylobakteeri,viljely			FALSE	N	118	110
-1	f-cdltnho			FALSE	N	423	289
3044936	f-clditox			FALSE	A	29	22
3044936	f-clditox			FALSE	N	8	8
3013566	f-cldivi			FALSE	A	71	45
3013566	f-cldivi			FALSE	N	19	19
-1	f-cldivit			FALSE	N	69	69
-1	f-cldivit			FALSE	A	60	46
-1	f-cldivtx			FALSE	N	31	25
3051552	f-cldtnho			FALSE	N	7972	5936
3051552	f-cldtnho			FALSE	A	3105	2029
-1	f-clostridioidesdifficile,nukleiinihappo(kval)			FALSE	A	79	52
-1	f-clostridiumdifficile,nukleiinihappo(kval),kiireellisenä			FALSE	A	11	8
-1	f-clostridiumdifficile,toksigeeni,nukleiinihappo			FALSE	N	7	6
-1	f-clostridiumdifficile,toksiinigeeni,nu.h(kval			FALSE	A	14	13
-1	f-clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval)			FALSE	N	113	103
-1	f-clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval)			FALSE	A	47	36
-1	f-clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval),ulosteesta			FALSE	N	7	7
-1	f-clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval),ulosteesta(ko)			FALSE	N	6	6
-1	f-clostridiumdifficile,viljely			FALSE	N	35	33
-1	f-clostridiumdifficile,viljelyjatoksiininosoittaminen			FALSE	N	11	11
-1	f-clpevi			FALSE	A	12	11
-1	f-crypag			FALSE	N	6	6
36305771	f-crypnho			FALSE	A	36	35
36305771	f-crypnho			FALSE	N	98	90
-1	f-cryptosporidium(c.parvumjac.hominis),nukleiinihappo-osoitus			FALSE	N	52	47
-1	f-cryptosporidium(c.parvumjac.hominis)nukleiinihappo-osoitus			FALSE	N	10	9
-1	f-cryptosporidiumparvum,nukleiinihappo			FALSE	N	22	17
-1	f-cryptosporidiumspp.(c.parvum/c.hominis)nho			FALSE	N	9	9
-1	f-cryptosporidiumspp.(c.parvum/c.hominis)nukl.haponos			FALSE	N	10	10
-1	f-cryptosporidiumspp.,nukleiinihappo(kval)			FALSE	N	19	16
-1	f-cryptosporodiumin,nukleiinihappo			FALSE	N	11	11
-1	f-crypvr			FALSE	A	18	17
-1	f-crypvr			FALSE	N	14	13
-1	f-cyclnho			FALSE	N	8	8
-1	f-cyclosporacayetanensis,nukleiinihappo(kval)			FALSE	N	28	23
-1	f-cyclosporacayetanensis,nukleiinihappo(kval),osatutk.			FALSE	N	9	9
42868766	f-diennho			FALSE	N	29	26
42868766	f-diennho			FALSE	A	91	61
-1	f-dientamoeabafragilis,nukleiinihappo(kval)			FALSE	N	8	6
-1	f-dientamoebafragilis,nukleiinihappo			FALSE	A	16	13
-1	f-dientamoebafragilis,nukleiinihappo			FALSE	N	13	13
-1	f-dientamoebafragilis,nukleiinihappo(kval)			FALSE	N	10	10
-1	f-difrnho			FALSE	N	14	14
-1	f-difrnho			FALSE	A	23	14
-1	f-eaec(enteroaggregatiivinene.coli),nukleiinihappo(kval)			FALSE	N	22	20
-1	f-ehec			FALSE	N	15	12
-1	f-ehec(enterohemorraaginene.coli),nukl.haponos			FALSE	N	29	28
-1	f-ehecnho			FALSE	N	111	105
-1	f-ehecnho			FALSE	A	7	6
-1	f-ehecvtx			FALSE	A	82	36
-1	f-ehecvtx			FALSE	N	8	7
37020300	f-ehisnho			FALSE	N	54	47
-1	f-ehistnh			FALSE	N	9	8
-1	f-ehistnho			FALSE	N	27	27
3000570	f-elast1	ug/g	ug/g	FALSE	N	1239	1130
3000570	f-elast1	ug/g	ug/g	FALSE	L	963	670
3000570	f-elast1			FALSE	L	357	335
3000570	f-elast1			FALSE	A	1337	916
3000570	f-elast1	ug/g	ug/g	FALSE	A	3104	2028
3000570	f-elast1			TRUE	A	458	316
3000570	f-elast1	ug/g	ug/g	FALSE	H	171	114
3000570	f-elast1			FALSE	N	934	861
3000570	f-elast1			TRUE	N	31	31
3000570	f-elast1			TRUE	H	110	90
3000570	f-elast1			TRUE	L	6	6
-1	f-elastaasi-1	ug/g	ug/g	FALSE	A	12	8
-1	f-elastaasi-1	ug/g	ug/g	FALSE	N	19	18
-1	f-elastaasi-1	ug/g	ug/g	FALSE	L	24	20
-1	f-elastaasi-1			FALSE	N	13	13
-1	f-elastaasi1	ug/g	ug/g	FALSE	A	92	72
-1	f-elastaasi1	ug/g	ug/g	FALSE	N	24	24
-1	f-elastaasi1			FALSE	N	24	23
-1	f-elastaasi1			FALSE	A	9	6
-1	f-entamoebahistolytica,nukleiinihappo			FALSE	N	32	27
-1	f-entamoebahistolytica,nukleiinihappo(kval)			FALSE	N	18	17
-1	f-entamoebahistolytica,nukleiinihappo-osoitus			FALSE	N	62	56
-1	f-entamoebahistolyticanukl.haponos.			FALSE	N	12	12
-1	f-entamoeban,nukleiinihappo			FALSE	N	11	11
-1	f-entanho			FALSE	N	7	7
-1	f-enterohemorraaginene.coli,nukl.haponosoitus			FALSE	N	44	28
-1	f-enterotoksigeeninene.coli,nukl.haponosoitus			FALSE	N	44	28
-1	f-enve-o			FALSE	N	167	111
-1	f-enve-o			FALSE	A	12	9
-1	f-epec(enteropatogeeninene.coli),nukleiinihappo(kval)			FALSE	A	14	12
-1	f-epec(enteropatogeeninene.coli),nukleiinihappo(kval)			FALSE	N	10	9
-1	f-epec(enteropatogeeninene.coli),nukleiinihappo(kval),osatutk.			FALSE	N	11	11
-1	f-etec(enterotoksigeeninene.coli),nukl.haponos			FALSE	N	29	28
-1	f-etecnho			FALSE	N	111	105
-1	f-fentamoebahistolytica,nukleiinihappo(kval)			FALSE	N	10	7
-1	f-giarag			FALSE	N	6	6
-1	f-giardialambia,nukleiinihappo(kval)			FALSE	N	10	7
-1	f-giardialamblia,nukleiinihappo			FALSE	N	23	18
-1	f-giardialamblia,nukleiinihappo(kval)			FALSE	N	27	26
-1	f-giardialamblia,nukleiinihappo-osoitus			FALSE	N	62	56
-1	f-giardialamblianukleiinihappo			FALSE	N	127	106
-1	f-giardian,nukleiinihappo			FALSE	N	11	11
37020937	f-giarnho			FALSE	N	101	92
37020937	f-giarnho			FALSE	A	15	7
-1	f-gicrag			FALSE	N	11	10
-1	f-gryptosporidium			FALSE	N	118	97
-1	f-hb-hum			FALSE	A	202	93
-1	f-hb-o			FALSE	A	187	134
-1	f-hb-o			FALSE	N	257	127
-1	f-hb-o-2			FALSE	A	12	12
-1	f-hb-o-3			FALSE	A	15	14
-1	f-hb-o2			FALSE	A	26	25
-1	f-hb-o3			FALSE	A	31	30
-1	f-helicobacterpylori,antigeeni			FALSE	N	180	160
-1	f-helicobacterpylori,antigeeni			FALSE	A	108	95
-1	f-hemoglobiini(kval)(ko)			FALSE	N	112	42
-1	f-hemoglobiini,ihmisen			FALSE	N	13	9
-1	f-hemoglobiini,ihmisen(kval)			FALSE	A	36	25
-1	f-hemoglobiini,ihmisen(kval)			FALSE	N	80	55
-1	f-hemoglobiini,ihmisen(kval)(pi)			FALSE	A	17	10
-1	f-hemoglobiini,ihmisen(kval)(pi)			FALSE	N	72	32
-1	f-hemoglobiini,ihmisen(kval),ulosteesta			FALSE	N	35	20
-1	f-hemoglobiini,ihmisen(kvan)			FALSE	N	73	48
-1	f-hemoglobiini,ihmisen(kvant)			FALSE	N	27	13
-1	f-hemoglobiini2			FALSE	N	9	8
-1	f-hemoglobiiniihmisen(kval)			FALSE	A	9	9
-1	f-hemoglopiini3			FALSE	N	9	8
3013139	f-hepyag			FALSE	N	7132	6203
3013139	f-hepyag			FALSE	A	1604	1265
-1	f-hhb			FALSE	N	251	161
-1	f-hhb	ug/g	ug/g	FALSE	H	318	257
-1	f-hhb-1			FALSE	N	400	320
-1	f-hhb-2			FALSE	N	400	320
-1	f-hhb-o	form	form	FALSE	N	16	8
3016251	f-hhb-o			FALSE	N	8997	4243
3016251	f-hhb-o			FALSE	A	4214	2392
-1	f-hhb-o1			FALSE	N	23	23
-1	f-hhb-o2			FALSE	N	25	25
-1	f-hhb-o3			FALSE	N	25	25
-1	f-hiivavi			FALSE	N	11	11
3048689	f-kalprotektiini	ug/g	ug/g	FALSE	N	288	280
3048689	f-kalprotektiini	ug/g	ug/g	FALSE	H	125	116
3048689	f-kalprotektiini	ug/g	ug/g	FALSE	A	331	227
-1	f-kalprotektiini			FALSE	N	88	84
-1	f-kalprotektiini,feia	ug/g	ug/g	FALSE	A	371	214
-1	f-kalprotektiini,ulosteesta	ug/g	ug/g	FALSE	A	320	237
-1	f-kalprotektiini,ulosteesta	ug/g	ug/g	FALSE	N	49	48
-1	f-kalprotektiini,ulosteesta			FALSE	A	37	33
-1	f-kalprotektiini,ulosteesta			FALSE	N	24	24
-1	f-kamp-vi			FALSE	N	6	6
-1	f-kystat			FALSE	A	363	212
-1	f-kystat			FALSE	N	458	263
-1	f-kystat/f-parasiitit			FALSE	N	100	61
-1	f-madonmunatjatoukat			FALSE	N	35	19
-1	f-madonmunatjatoukat/f-parasiitit			FALSE	N	100	61
-1	f-mikrobit,nukleiinihaponosoitus(kval)ulosteesta			FALSE	A	20	19
-1	f-mm-o			FALSE	N	54	27
-1	f-mm-touk			FALSE	N	371	217
-1	f-norogi			FALSE	N	37	29
-1	f-norogii			FALSE	A	27	25
-1	f-norogii			FALSE	N	24	22
3008909	f-noronho			FALSE	A	1178	1081
3008909	f-noronho			FALSE	N	2254	1948
-1	f-norovirus,nukleiinihappo			FALSE	N	34	31
-1	f-norovirus,nukleiinihappo(kval)			FALSE	A	199	181
-1	f-norovirus,nukleiinihappo(kval)			FALSE	N	32	31
-1	f-pakkasl			FALSE	N	19	13
3003327	f-para-o			FALSE	N	1999	1287
3003327	f-para-o			FALSE	A	356	231
3003327	f-paranho			FALSE	N	3241	2811
3003327	f-paranho			FALSE	A	660	416
-1	f-paranho.			FALSE	A	9	9
-1	f-parasiitit			FALSE	N	7	7
-1	f-parasiitit(kval)			FALSE	A	10	9
-1	f-parasiitit(kval)			FALSE	N	18	13
-1	f-perfrvi			FALSE	A	18	18
-1	f-plesiomonasshigelloides,nukl.haponos			FALSE	N	9	9
-1	f-plesiomonasshigelloides,nukl.haponosoitus			FALSE	N	44	28
-1	f-plesiomonasshigelloides.,nukl.haponos			FALSE	N	20	19
-1	f-plesnho			FALSE	N	110	104
-1	f-pporf	nmol/g	nmol/g	FALSE	A	12	9
-1	f-projekti			FALSE	N	47	28
-1	f-rotaag			FALSE	N	170	117
-1	f-rotaag			FALSE	A	8	8
42869457	f-rotanho			FALSE	N	48	48
42869457	f-rotanho			FALSE	A	6	6
-1	f-rotavirus,nukleiinihappo			FALSE	N	267	212
-1	f-rotavirus,nukleiinihappo(kval)			FALSE	N	10	10
-1	f-rotavirus,nukleiinihappo(kval),osatutk.			FALSE	N	12	12
-1	f-rotavirusnukleiinihappo			FALSE	N	20	17
-1	f-salmjvi			FALSE	A	6	6
-1	f-salmnho			FALSE	N	162	144
-1	f-salmonella,viljely			FALSE	N	396	297
-1	f-salmonellaspp.,nukl.haponos			FALSE	N	29	28
-1	f-salmonellaspp.,nukl.haponosoitus			FALSE	N	44	28
3004716	f-salmvi			FALSE	N	3715	2633
3004716	f-salmvi			FALSE	A	335	152
3004716	f-salmvi			TRUE	N	13	9
-1	f-salmvi	form	form	FALSE	N	17	10
37020957	f-saponho			FALSE	A	31	25
37020957	f-saponho			FALSE	N	47	47
-1	f-sapovirus,nukleiinihappo			FALSE	N	6	6
-1	f-sapovirus,nukleiinihappo(kval)			FALSE	N	10	10
-1	f-sapovirus,nukleiinihappo(kval),osatutk.			FALSE	N	12	12
-1	f-shigella,viljely			FALSE	N	300	287
-1	f-shigellaspp./eiec(enteroinvasiivinene.coli),nukl.haponos			FALSE	N	20	19
-1	f-shigellaspp./eiec(enteroinvasiivinene.coli)nukl.haponos			FALSE	N	12	12
-1	f-shigellaspp./enteroinvasiivinene.coli,nukl.haponosoitus			FALSE	N	44	28
-1	f-shignho			FALSE	N	108	102
42529406	f-shigvi			FALSE	N	455	427
42529406	f-shigvi			FALSE	A	17	13
-1	f-soke-o			FALSE	N	7	6
-1	f-stafvi			FALSE	A	6	6
-1	f-transf2			FALSE	A	12	12
-1	f-transf3			FALSE	A	13	13
-1	f-transfo			FALSE	A	29	27
-1	f-tricna			FALSE	N	256	224
-1	f-tutk			FALSE	N	13	9
-1	f-uloste			FALSE	N	40	36
-1	f-ulosteenbakteeripatogeenit,nukleiinihaponosoitus			FALSE	N	20	20
-1	f-ulosteenbakteeripatogeenit,nukleiinihaponosoitus			FALSE	A	50	50
-1	f-ulosteenbakteeripatogeenit,nukleiinihaponosoitus,ulosteesta			FALSE	N	12	12
-1	f-ulosteenparasiitit,nukleiinihappo(kval),ulosteesta			FALSE	N	13	9
-1	f-veri-o			FALSE	A	42	28
-1	f-vibrioparahaemolyticusnukleiinihappo(kval)			FALSE	N	11	9
-1	f-vibrioparahaemolyticusnukleiinihappo(kval),osatutk.			FALSE	N	10	10
-1	f-vibriospp,nukl.haponosoitus			FALSE	N	44	28
-1	f-vibriospp.(vulnificus/parahaemolyticus/cholerae),nukl.haponos			FALSE	N	20	19
-1	f-vibriospp.(vulnificus/parahemolyticus/cholerae)nukl.ha			FALSE	N	9	9
-1	f-vibriovulnificusnukleiinihappo(kval)			FALSE	N	11	9
-1	f-vibriovulnificusnukleiinihappo(kval),osatutk.			FALSE	N	11	11
-1	f-vibrnho			FALSE	N	109	103
-1	f-virag			FALSE	N	144	92
-1	f-virnho			FALSE	A	189	151
-1	f-virnho			FALSE	N	49	48
-1	f-viruspatogeenit,nukleiinihaponosoitus(kval)			FALSE	N	13	12
-1	f-viruspatogeenit,nukleiinihappo(kval)			FALSE	A	125	111
-1	f-vre-vi			FALSE	N	8	7
-1	f-yersinia,nukleiinihappo(kval),osatutk.			FALSE	N	9	9
-1	f-yersinia,viljely			FALSE	N	295	285
-1	f-yersiniaenterocolitica,,nukl.haponos			FALSE	N	9	9
-1	f-yersiniaenterocolitica,nukl.haponosoitus			FALSE	N	44	28
-1	f-yersiniaenterocolitica.,nukl.haponos			FALSE	N	20	19
-1	f-yersnho			FALSE	N	110	104
-1	f-yersnho			FALSE	A	10	9
