ABBR	UNIT	TOT_COUNT	FRACTION_VALID	DECILE	VALUE
fp-gluk	nmol/l	964	1.0	0.1	5.03
fp-gluk	nmol/l	964	1.0	0.2	5.3
fp-gluk	nmol/l	964	1.0	0.3	5.5
fp-gluk	nmol/l	964	1.0	0.4	5.7
fp-gluk	nmol/l	964	1.0	0.5	5.9
fp-gluk	nmol/l	964	1.0	0.6	6.2
fp-gluk	nmol/l	964	1.0	0.7	6.6
fp-gluk	nmol/l	964	1.0	0.8	7.1
fp-gluk	nmol/l	964	1.0	0.9	8.2
fp-gluk(0	mmol/l	33	1.0	0.0	5.6
fp-gluk(0	mmol/l	33	1.0	0.1	5.72
fp-gluk(0	mmol/l	33	1.0	0.2	5.8
fp-gluk(0	mmol/l	33	1.0	0.3	5.9
fp-gluk(0	mmol/l	33	1.0	0.4	6.1
fp-gluk(0	mmol/l	33	1.0	0.5	6.3
fp-gluk(0	mmol/l	33	1.0	0.6	6.4
fp-gluk(0	mmol/l	33	1.0	0.7	6.4
fp-gluk(0	mmol/l	33	1.0	0.8	6.62
fp-gluk(0	mmol/l	33	1.0	0.9	6.8
fp-gluk,fc	mmol/l	71	1.0	0.0	4.9
fp-gluk,fc	mmol/l	71	1.0	0.1	5.2
fp-gluk,fc	mmol/l	71	1.0	0.2	5.2
fp-gluk,fc	mmol/l	71	1.0	0.3	5.5
fp-gluk,fc	mmol/l	71	1.0	0.4	5.7
fp-gluk,fc	mmol/l	71	1.0	0.5	5.9
fp-gluk,fc	mmol/l	71	1.0	0.6	6.1
fp-gluk,fc	mmol/l	71	1.0	0.7	6.5
fp-gluk,fc	mmol/l	71	1.0	0.8	6.6
fp-gluk,fc	mmol/l	71	1.0	0.9	7.0
fp-gluk-0	mmol/l	72	1.0	0.0	4.2
fp-gluk-0	mmol/l	72	1.0	0.1	4.6
fp-gluk-0	mmol/l	72	1.0	0.2	4.8
fp-gluk-0	mmol/l	72	1.0	0.3	4.9
fp-gluk-0	mmol/l	72	1.0	0.4	5.0
fp-gluk-0	mmol/l	72	1.0	0.5	5.15
fp-gluk-0	mmol/l	72	1.0	0.6	5.2
fp-gluk-0	mmol/l	72	1.0	0.7	5.4
fp-gluk-0	mmol/l	72	1.0	0.8	5.68
fp-gluk-0	mmol/l	72	1.0	0.9	5.9
fp-gluk-0h	mmol/l	155	1.0	0.0	5.2
fp-gluk-0h	mmol/l	155	1.0	0.1	5.8
fp-gluk-0h	mmol/l	155	1.0	0.2	5.9
fp-gluk-0h	mmol/l	155	1.0	0.3	6.0
fp-gluk-0h	mmol/l	155	1.0	0.4	6.2
fp-gluk-0h	mmol/l	155	1.0	0.5	6.3
fp-gluk-0h	mmol/l	155	1.0	0.6	6.4
fp-gluk-0h	mmol/l	155	1.0	0.7	6.6
fp-gluk-0h	mmol/l	155	1.0	0.8	6.9
fp-gluk-0h	mmol/l	155	1.0	0.9	7.3
fp-gluk-1	mmol/l	94	1.0	0.0	5.0
fp-gluk-1	mmol/l	94	1.0	0.1	5.8
fp-gluk-1	mmol/l	94	1.0	0.2	5.9
fp-gluk-1	mmol/l	94	1.0	0.3	6.6
fp-gluk-1	mmol/l	94	1.0	0.4	7.1
fp-gluk-1	mmol/l	94	1.0	0.5	7.5
fp-gluk-1	mmol/l	94	1.0	0.6	7.9
fp-gluk-1	mmol/l	94	1.0	0.7	8.21
fp-gluk-1	mmol/l	94	1.0	0.8	9.0
fp-gluk-1	mmol/l	94	1.0	0.9	9.67
fp-gluk-2	mmol/l	121	1.0	0.0	4.0
fp-gluk-2	mmol/l	121	1.0	0.1	4.7
fp-gluk-2	mmol/l	121	1.0	0.2	5.3
fp-gluk-2	mmol/l	121	1.0	0.3	5.6
fp-gluk-2	mmol/l	121	1.0	0.4	5.8
fp-gluk-2	mmol/l	121	1.0	0.5	6.1
fp-gluk-2	mmol/l	121	1.0	0.6	6.3
fp-gluk-2	mmol/l	121	1.0	0.7	6.8
fp-gluk-2	mmol/l	121	1.0	0.8	7.1
fp-gluk-2	mmol/l	121	1.0	0.9	7.8
fp-gluk-2h	mmol/l	99	1.0	0.0	3.5
fp-gluk-2h	mmol/l	99	1.0	0.1	4.38
fp-gluk-2h	mmol/l	99	1.0	0.2	5.32
fp-gluk-2h	mmol/l	99	1.0	0.3	5.8
fp-gluk-2h	mmol/l	99	1.0	0.4	6.2
fp-gluk-2h	mmol/l	99	1.0	0.5	6.6
fp-gluk-2h	mmol/l	99	1.0	0.6	7.3
fp-gluk-2h	mmol/l	99	1.0	0.7	7.8
fp-gluk-2h	mmol/l	99	1.0	0.8	8.44
fp-gluk-2h	mmol/l	99	1.0	0.9	9.6
fp-gluk-2h	mmol/mol	36	1.0	0.0	4.8
fp-gluk-2h	mmol/mol	36	1.0	0.1	5.4
fp-gluk-2h	mmol/mol	36	1.0	0.2	5.8
fp-gluk-2h	mmol/mol	36	1.0	0.3	6.3
fp-gluk-2h	mmol/mol	36	1.0	0.4	6.5
fp-gluk-2h	mmol/mol	36	1.0	0.5	7.1
fp-gluk-2h	mmol/mol	36	1.0	0.6	7.3
fp-gluk-2h	mmol/mol	36	1.0	0.7	7.5
fp-gluk-2h	mmol/mol	36	1.0	0.8	7.9
fp-gluk-2h	mmol/mol	36	1.0	0.9	8.3
fp-gluk-o	mmol/l	85	1.0	0.0	4.6
fp-gluk-o	mmol/l	85	1.0	0.1	4.8
fp-gluk-o	mmol/l	85	1.0	0.2	5.08
fp-gluk-o	mmol/l	85	1.0	0.3	5.2
fp-gluk-o	mmol/l	85	1.0	0.4	5.4
fp-gluk-o	mmol/l	85	1.0	0.5	5.7
fp-gluk-o	mmol/l	85	1.0	0.6	5.8
fp-gluk-o	mmol/l	85	1.0	0.7	6.1
fp-gluk-o	mmol/l	85	1.0	0.8	6.3
fp-gluk-o	mmol/l	85	1.0	0.9	6.86
fp-gluk-p	mmol/l	456	1.0	0.0	4.1
fp-gluk-p	mmol/l	456	1.0	0.1	4.8
fp-gluk-p	mmol/l	456	1.0	0.2	5.3
fp-gluk-p	mmol/l	456	1.0	0.3	5.7
fp-gluk-p	mmol/l	456	1.0	0.4	5.9
fp-gluk-p	mmol/l	456	1.0	0.5	6.1
fp-gluk-p	mmol/l	456	1.0	0.6	6.3
fp-gluk-p	mmol/l	456	1.0	0.7	6.5
fp-gluk-p	mmol/l	456	1.0	0.8	6.7
fp-gluk-p	mmol/l	456	1.0	0.9	7.1
fp-gluk-sn	mmol/l	240	1.0	0.0	4.1
fp-gluk-sn	mmol/l	240	1.0	0.1	5.2
fp-gluk-sn	mmol/l	240	1.0	0.2	5.7
fp-gluk-sn	mmol/l	240	1.0	0.3	6.07
fp-gluk-sn	mmol/l	240	1.0	0.4	6.4
fp-gluk-sn	mmol/l	240	1.0	0.5	6.75
fp-gluk-sn	mmol/l	240	1.0	0.6	7.3
fp-gluk-sn	mmol/l	240	1.0	0.7	8.03
fp-gluk-sn	mmol/l	240	1.0	0.8	8.62
fp-gluk-sn	mmol/l	240	1.0	0.9	9.9
fp-gluk/0	mmol/l	137	1.0	0.0	3.9
fp-gluk/0	mmol/l	137	1.0	0.1	4.3
fp-gluk/0	mmol/l	137	1.0	0.2	4.5
fp-gluk/0	mmol/l	137	1.0	0.3	4.7
fp-gluk/0	mmol/l	137	1.0	0.4	4.9
fp-gluk/0	mmol/l	137	1.0	0.5	5.3
fp-gluk/0	mmol/l	137	1.0	0.6	5.56
fp-gluk/0	mmol/l	137	1.0	0.7	6.1
fp-gluk/0	mmol/l	137	1.0	0.8	6.2
fp-gluk/0	mmol/l	137	1.0	0.9	6.7
fp-gluk0	mmol/l	942	1.0	0.0	4.1
fp-gluk0	mmol/l	942	1.0	0.1	4.6
fp-gluk0	mmol/l	942	1.0	0.2	4.8
fp-gluk0	mmol/l	942	1.0	0.3	4.9
fp-gluk0	mmol/l	942	1.0	0.4	5.04
fp-gluk0	mmol/l	942	1.0	0.5	5.2
fp-gluk0	mmol/l	942	1.0	0.6	5.3
fp-gluk0	mmol/l	942	1.0	0.7	5.5
fp-gluk0	mmol/l	942	1.0	0.8	5.8
fp-gluk0	mmol/l	942	1.0	0.9	6.2
fp-gluk0h	mmol/l	10	1.0	0.0	4.5
fp-gluk0h	mmol/l	10	1.0	0.1	4.59
fp-gluk0h	mmol/l	10	1.0	0.2	4.6
fp-gluk0h	mmol/l	10	1.0	0.3	4.67
fp-gluk0h	mmol/l	10	1.0	0.4	4.82
fp-gluk0h	mmol/l	10	1.0	0.5	4.9
fp-gluk0h	mmol/l	10	1.0	0.6	4.9
fp-gluk0h	mmol/l	10	1.0	0.7	4.93
fp-gluk0h	mmol/l	10	1.0	0.8	5.02
fp-gluk0h	mmol/l	10	1.0	0.9	5.1
fp-glukgr0	mmol/l	27	1.0	0.0	4.3
fp-glukgr0	mmol/l	27	1.0	0.1	4.56
fp-glukgr0	mmol/l	27	1.0	0.2	4.8
fp-glukgr0	mmol/l	27	1.0	0.3	4.8
fp-glukgr0	mmol/l	27	1.0	0.4	4.9
fp-glukgr0	mmol/l	27	1.0	0.5	4.9
fp-glukgr0	mmol/l	27	1.0	0.6	5.0
fp-glukgr0	mmol/l	27	1.0	0.7	5.1
fp-glukgr0	mmol/l	27	1.0	0.8	5.2
fp-glukgr0	mmol/l	27	1.0	0.9	5.3
fp-glukoosi	mmol/l	1978	1.0	0.0	3.9
fp-glukoosi	mmol/l	1978	1.0	0.1	4.9
fp-glukoosi	mmol/l	1978	1.0	0.2	5.1
fp-glukoosi	mmol/l	1978	1.0	0.3	5.3
fp-glukoosi	mmol/l	1978	1.0	0.4	5.4
fp-glukoosi	mmol/l	1978	1.0	0.5	5.5
fp-glukoosi	mmol/l	1978	1.0	0.6	5.7
fp-glukoosi	mmol/l	1978	1.0	0.7	5.8
fp-glukoosi	mmol/l	1978	1.0	0.8	6.0
fp-glukoosi	mmol/l	1978	1.0	0.9	6.4
fp-glukoosi	nmol/l	4	1.0	0.0	4.9
fp-glukoosi	nmol/l	4	1.0	0.1	4.93
fp-glukoosi	nmol/l	4	1.0	0.2	4.96
fp-glukoosi	nmol/l	4	1.0	0.3	4.99
fp-glukoosi	nmol/l	4	1.0	0.4	5.1
fp-glukoosi	nmol/l	4	1.0	0.5	5.25
fp-glukoosi	nmol/l	4	1.0	0.6	5.4
fp-glukoosi	nmol/l	4	1.0	0.7	5.52
fp-glukoosi	nmol/l	4	1.0	0.8	5.58
fp-glukoosi	nmol/l	4	1.0	0.9	5.64
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.0	5.0
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.1	5.8
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.2	5.9
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.3	6.0
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.4	6.2
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.5	6.3
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.6	6.4
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.7	6.6
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.8	6.9
fp-glukoosi(gluk.ras0)	mmol/l	149	1.0	0.9	7.2
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.0	3.8
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.1	4.66
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.2	5.0
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.3	5.3
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.4	6.08
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.5	6.5
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.6	7.06
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.7	7.94
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.8	8.8
fp-glukoosi(gluk.ras2h)	mmol/l	127	1.0	0.9	9.84
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.0	5.8
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.1	6.0
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.2	6.2
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.3	6.25
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.4	6.3
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.5	6.3
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.6	6.3
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.7	6.5
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.8	6.7
fp-glukoosi,0-näyte	mmol/l	6	1.0	0.9	6.7
fp-glukos	mmol/l	819	1.0	0.0	3.5
fp-glukos	mmol/l	819	1.0	0.1	4.78
fp-glukos	mmol/l	819	1.0	0.2	5.1
fp-glukos	mmol/l	819	1.0	0.3	5.3
fp-glukos	mmol/l	819	1.0	0.4	5.6
fp-glukos	mmol/l	819	1.0	0.5	5.8
fp-glukos	mmol/l	819	1.0	0.6	6.1
fp-glukos	mmol/l	819	1.0	0.7	6.46
fp-glukos	mmol/l	819	1.0	0.8	7.1
fp-glukos	mmol/l	819	1.0	0.9	7.9
fp-glukr0	mmol/l	185	1.0	0.0	4.3
fp-glukr0	mmol/l	185	1.0	0.1	4.7
fp-glukr0	mmol/l	185	1.0	0.2	5.1
fp-glukr0	mmol/l	185	1.0	0.3	5.4
fp-glukr0	mmol/l	185	1.0	0.4	5.7
fp-glukr0	mmol/l	185	1.0	0.5	6.0
fp-glukr0	mmol/l	185	1.0	0.6	6.2
fp-glukr0	mmol/l	185	1.0	0.7	6.5
fp-glukr0	mmol/l	185	1.0	0.8	6.8
fp-glukr0	mmol/l	185	1.0	0.9	7.1
fp-glukr0h	mmol/l	684	1.0	0.0	4.6
fp-glukr0h	mmol/l	684	1.0	0.1	5.5
fp-glukr0h	mmol/l	684	1.0	0.2	5.8
fp-glukr0h	mmol/l	684	1.0	0.3	6.0
fp-glukr0h	mmol/l	684	1.0	0.4	6.1
fp-glukr0h	mmol/l	684	1.0	0.5	6.2
fp-glukr0h	mmol/l	684	1.0	0.6	6.4
fp-glukr0h	mmol/l	684	1.0	0.7	6.5
fp-glukr0h	mmol/l	684	1.0	0.8	6.7
fp-glukr0h	mmol/l	684	1.0	0.9	7.0
fp-glukr2h	mmol/l	15	1.0	0.0	5.6
fp-glukr2h	mmol/l	15	1.0	0.1	5.64
fp-glukr2h	mmol/l	15	1.0	0.2	5.7
fp-glukr2h	mmol/l	15	1.0	0.3	6.02
fp-glukr2h	mmol/l	15	1.0	0.4	6.1
fp-glukr2h	mmol/l	15	1.0	0.5	6.1
fp-glukr2h	mmol/l	15	1.0	0.6	6.32
fp-glukr2h	mmol/l	15	1.0	0.7	6.5
fp-glukr2h	mmol/l	15	1.0	0.8	6.7
fp-glukr2h	mmol/l	15	1.0	0.9	7.12
fp-gt	u/l	346	1.0	0.0	8.0
fp-gt	u/l	346	1.0	0.1	15.0
fp-gt	u/l	346	1.0	0.2	17.0
fp-gt	u/l	346	1.0	0.3	21.0
fp-gt	u/l	346	1.0	0.4	24.0
fp-gt	u/l	346	1.0	0.5	28.0
fp-gt	u/l	346	1.0	0.6	34.0
fp-gt	u/l	346	1.0	0.7	40.5
fp-gt	u/l	346	1.0	0.8	52.0
fp-gt	u/l	346	1.0	0.9	71.0
fp-hcyst	µmol/l	17	1.0	0.0	7.7
fp-hcyst	µmol/l	17	1.0	0.1	7.8
fp-hcyst	µmol/l	17	1.0	0.2	9.9
fp-hcyst	µmol/l	17	1.0	0.3	9.98
fp-hcyst	µmol/l	17	1.0	0.4	10.0
fp-hcyst	µmol/l	17	1.0	0.5	11.0
fp-hcyst	µmol/l	17	1.0	0.6	11.0
fp-hcyst	µmol/l	17	1.0	0.7	11.2
fp-hcyst	µmol/l	17	1.0	0.8	12.8
fp-hcyst	µmol/l	17	1.0	0.9	13.0
fp-insu	mu/l	725	1.0	0.0	1.0
fp-insu	mu/l	725	1.0	0.1	5.0
fp-insu	mu/l	725	1.0	0.2	7.0
fp-insu	mu/l	725	1.0	0.3	9.0
fp-insu	mu/l	725	1.0	0.4	11.0
fp-insu	mu/l	725	1.0	0.5	13.0
fp-insu	mu/l	725	1.0	0.6	16.0
fp-insu	mu/l	725	1.0	0.7	20.0
fp-insu	mu/l	725	1.0	0.8	25.0
fp-insu	mu/l	725	1.0	0.9	33.0
fp-insu0	mu/l	92	1.0	0.0	3.0
fp-insu0	mu/l	92	1.0	0.1	8.0
fp-insu0	mu/l	92	1.0	0.2	12.2
fp-insu0	mu/l	92	1.0	0.3	15.0
fp-insu0	mu/l	92	1.0	0.4	19.0
fp-insu0	mu/l	92	1.0	0.5	21.0
fp-insu0	mu/l	92	1.0	0.6	25.0
fp-insu0	mu/l	92	1.0	0.7	31.0
fp-insu0	mu/l	92	1.0	0.8	36.0
fp-insu0	mu/l	92	1.0	0.9	38.9
fp-jgluk	mmol/l	4	1.0	0.0	6.6
fp-jgluk	mmol/l	4	1.0	0.1	6.72
fp-jgluk	mmol/l	4	1.0	0.2	6.84
fp-jgluk	mmol/l	4	1.0	0.3	6.96
fp-jgluk	mmol/l	4	1.0	0.4	7.0
fp-jgluk	mmol/l	4	1.0	0.5	7.0
fp-jgluk	mmol/l	4	1.0	0.6	7.0
fp-jgluk	mmol/l	4	1.0	0.7	7.08
fp-jgluk	mmol/l	4	1.0	0.8	7.32
fp-jgluk	mmol/l	4	1.0	0.9	7.56
fp-k	mmol/l	2682	1.0	0.0	2.4
fp-k	mmol/l	2682	1.0	0.1	3.5
fp-k	mmol/l	2682	1.0	0.2	3.7
fp-k	mmol/l	2682	1.0	0.3	3.8
fp-k	mmol/l	2682	1.0	0.4	3.9
fp-k	mmol/l	2682	1.0	0.5	4.0
fp-k	mmol/l	2682	1.0	0.6	4.1
fp-k	mmol/l	2682	1.0	0.7	4.2
fp-k	mmol/l	2682	1.0	0.8	4.3
fp-k	mmol/l	2682	1.0	0.9	4.5
fp-kalsium	mmol/l	15	1.0	0.0	2.28
fp-kalsium	mmol/l	15	1.0	0.1	2.3
fp-kalsium	mmol/l	15	1.0	0.2	2.31
fp-kalsium	mmol/l	15	1.0	0.3	2.31
fp-kalsium	mmol/l	15	1.0	0.4	2.34
fp-kalsium	mmol/l	15	1.0	0.5	2.37
fp-kalsium	mmol/l	15	1.0	0.6	2.38
fp-kalsium	mmol/l	15	1.0	0.7	2.4
fp-kalsium	mmol/l	15	1.0	0.8	2.41
fp-kalsium	mmol/l	15	1.0	0.9	2.43
fp-kalsium(ko)	mmol/l	10	1.0	0.0	2.22
fp-kalsium(ko)	mmol/l	10	1.0	0.1	2.26
fp-kalsium(ko)	mmol/l	10	1.0	0.2	2.31
fp-kalsium(ko)	mmol/l	10	1.0	0.3	2.32
fp-kalsium(ko)	mmol/l	10	1.0	0.4	2.32
fp-kalsium(ko)	mmol/l	10	1.0	0.5	2.33
fp-kalsium(ko)	mmol/l	10	1.0	0.6	2.35
fp-kalsium(ko)	mmol/l	10	1.0	0.7	2.37
fp-kalsium(ko)	mmol/l	10	1.0	0.8	2.37
fp-kalsium(ko)	mmol/l	10	1.0	0.9	2.39
fp-kalsium(pi)	mmol/l	25	1.0	0.0	2.25
fp-kalsium(pi)	mmol/l	25	1.0	0.1	2.3
fp-kalsium(pi)	mmol/l	25	1.0	0.2	2.32
fp-kalsium(pi)	mmol/l	25	1.0	0.3	2.33
fp-kalsium(pi)	mmol/l	25	1.0	0.4	2.36
fp-kalsium(pi)	mmol/l	25	1.0	0.5	2.37
fp-kalsium(pi)	mmol/l	25	1.0	0.6	2.4
fp-kalsium(pi)	mmol/l	25	1.0	0.7	2.41
fp-kalsium(pi)	mmol/l	25	1.0	0.8	2.43
fp-kalsium(pi)	mmol/l	25	1.0	0.9	2.47
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.0	1.14
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.1	1.16
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.2	1.19
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.3	1.19
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.4	1.2
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.5	1.2
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.6	1.23
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.7	1.25
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.8	1.26
fp-kalsium,ionisoitunut	mmol/l	20	1.0	0.9	1.28
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.0	1.18
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.1	1.19
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.2	1.19
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.3	1.19
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.4	1.19
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.5	1.21
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.6	1.21
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.7	1.22
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.8	1.22
fp-kalsium-ioni,aktuaali	mmol/l	9	1.0	0.9	1.23
fp-kol	mmol/l	614407	1.0	0.0	0.5
fp-kol	mmol/l	614407	1.0	0.1	3.3
fp-kol	mmol/l	614407	1.0	0.2	3.8
fp-kol	mmol/l	614407	1.0	0.3	4.1
fp-kol	mmol/l	614407	1.0	0.4	4.4
fp-kol	mmol/l	614407	1.0	0.5	4.7
fp-kol	mmol/l	614407	1.0	0.6	5.0
fp-kol	mmol/l	614407	1.0	0.7	5.3
fp-kol	mmol/l	614407	1.0	0.8	5.7
fp-kol	mmol/l	614407	1.0	0.9	6.3
fp-kol-hd	mmol/l	68	1.0	0.0	0.86
fp-kol-hd	mmol/l	68	1.0	0.1	0.93
fp-kol-hd	mmol/l	68	1.0	0.2	1.05
fp-kol-hd	mmol/l	68	1.0	0.3	1.1
fp-kol-hd	mmol/l	68	1.0	0.4	1.2
fp-kol-hd	mmol/l	68	1.0	0.5	1.28
fp-kol-hd	mmol/l	68	1.0	0.6	1.31
fp-kol-hd	mmol/l	68	1.0	0.7	1.39
fp-kol-hd	mmol/l	68	1.0	0.8	1.5
fp-kol-hd	mmol/l	68	1.0	0.9	1.6
fp-kol-hdl	mmol/l	595634	1.0	0.0	0.0
fp-kol-hdl	mmol/l	595634	1.0	0.1	0.95
fp-kol-hdl	mmol/l	595634	1.0	0.2	1.09
fp-kol-hdl	mmol/l	595634	1.0	0.3	1.2
fp-kol-hdl	mmol/l	595634	1.0	0.4	1.3
fp-kol-hdl	mmol/l	595634	1.0	0.5	1.4
fp-kol-hdl	mmol/l	595634	1.0	0.6	1.5
fp-kol-hdl	mmol/l	595634	1.0	0.7	1.63
fp-kol-hdl	mmol/l	595634	1.0	0.8	1.8
fp-kol-hdl	mmol/l	595634	1.0	0.9	2.04
fp-kol-ldl	mmol/	2	1.0	0.0	2.7
fp-kol-ldl	mmol/	2	1.0	0.1	2.7
fp-kol-ldl	mmol/	2	1.0	0.2	2.7
fp-kol-ldl	mmol/	2	1.0	0.3	2.7
fp-kol-ldl	mmol/	2	1.0	0.4	2.7
fp-kol-ldl	mmol/	2	1.0	0.5	2.7
fp-kol-ldl	mmol/	2	1.0	0.6	2.7
fp-kol-ldl	mmol/	2	1.0	0.7	2.7
fp-kol-ldl	mmol/	2	1.0	0.8	2.7
fp-kol-ldl	mmol/	2	1.0	0.9	2.7
fp-kol-ldl	mmol/l	661738	1.0	0.0	0.0
fp-kol-ldl	mmol/l	661738	1.0	0.1	1.6
fp-kol-ldl	mmol/l	661738	1.0	0.2	1.94
fp-kol-ldl	mmol/l	661738	1.0	0.3	2.2
fp-kol-ldl	mmol/l	661738	1.0	0.4	2.5
fp-kol-ldl	mmol/l	661738	1.0	0.5	2.76
fp-kol-ldl	mmol/l	661738	1.0	0.6	3.0
fp-kol-ldl	mmol/l	661738	1.0	0.7	3.3
fp-kol-ldl	mmol/l	661738	1.0	0.8	3.7
fp-kol-ldl	mmol/l	661738	1.0	0.9	4.2
fp-kolesteroli	mmol/l	1660	1.0	0.0	2.3
fp-kolesteroli	mmol/l	1660	1.0	0.1	3.8
fp-kolesteroli	mmol/l	1660	1.0	0.2	4.1
fp-kolesteroli	mmol/l	1660	1.0	0.3	4.4
fp-kolesteroli	mmol/l	1660	1.0	0.4	4.6
fp-kolesteroli	mmol/l	1660	1.0	0.5	4.8
fp-kolesteroli	mmol/l	1660	1.0	0.6	5.0
fp-kolesteroli	mmol/l	1660	1.0	0.7	5.3
fp-kolesteroli	mmol/l	1660	1.0	0.8	5.7
fp-kolesteroli	mmol/l	1660	1.0	0.9	6.3
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.0	0.6
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.1	1.06
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.2	1.18
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.3	1.27
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.4	1.39
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.5	1.48
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.6	1.6
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.7	1.7
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.8	1.85
fp-kolesteroli,highdensitylipoproteiinit	mmol/l	2939	1.0	0.9	2.06
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.0	0.97
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.1	1.15
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.2	1.25
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.3	1.27
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.4	1.33
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.5	1.35
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.6	1.39
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.7	1.43
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.8	1.51
fp-kolesteroli,highdensitylipoproteiinit(ko)	mmol/l	17	1.0	0.9	1.53
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.0	0.76
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.1	1.05
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.2	1.16
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.3	1.24
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.4	1.31
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.5	1.4
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.6	1.52
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.7	1.61
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.8	1.75
fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	310	1.0	0.9	1.93
fp-kolesteroli,lowdensitylipoproteiinit	mmol/l	1226	1.0	0.0	1.1
